question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 Alive match against Vince McMahon. McMahon would go on to win the match with the aid of the Undertaker's half @-,"[45487, 3185, 1542, 41935, 2925, 59803, 204, 25, 2925, 59803, 631, 471, 313, 271, 1596, 248, 3185, 335, 248, 6682, 275, 248, 12505, 686, 3405, 204, 18, 94, 2465, 204, 43, 24]", listens,44650,15.5625,gcg,Publications,"[56943, 15393, 24, 44650]",4,0.875,False,True,32
. Chris Brown had an additional 19 carries for 74 yards and two touchdowns as Patrick's backup. At the end of the day ,"[204, 25, 7911, 6301, 618, 267, 3149, 204, 660, 14504, 312, 204, 10208, 10027, 273, 847, 33641, 345, 13034, 204, 18, 94, 11728, 204, 25, 1570, 248, 991, 275, 248, 1002, 204]", comorbid,55019,21.625,gcg,oko,"[20287, 15332, 216, 62416, 10642, 5710, 50557, 204, 62309, 50017]",10,10.9375,False,False,32
", 1911 ; however, the route was realigned one year later to use what is now NY 96A from Lodi to Inter","[204, 23, 204, 6474, 28, 204, 38, 2537, 204, 23, 248, 7128, 398, 1059, 3793, 532, 649, 2185, 271, 745, 637, 304, 849, 6577, 204, 9756, 44, 427, 393, 20360, 271, 4122]", astrolog,62267,19.25,gcg, Inter,"[4122, 59041, 18147, 20289, 48850, 49389]",6,2.21875,False,True,32
", which he does, finding a man named Cane Miro ( John Ireland ). As Cane enters town, Rose shoots at him","[204, 23, 585, 332, 960, 204, 23, 4863, 241, 546, 5200, 55286, 331, 7165, 204, 19, 2345, 9226, 204, 20, 204, 25, 1130, 55286, 20866, 3371, 204, 23, 8145, 28146, 388, 801]", moment,2238,14.0,gcg,().,"[4753, 29544, 56871, 8897, 285, 1502, 13992, 11240, 28772, 27747]",10,3.203125,False,False,32
" Lost. The episode sees Boone Carlyle ( Ian Somerhalder ) experience a vision quest, believing his stepsister Shannon ( Maggie","[19375, 204, 25, 390, 6699, 9879, 31693, 42842, 274, 204, 19, 18953, 5105, 246, 5202, 969, 204, 20, 1417, 241, 5356, 1240, 204, 23, 19319, 545, 4128, 1899, 30456, 204, 19, 27950]", días,21544,23.625,gcg, palate,"[36525, 5493, 32571, 63630, 29568, 34721, 28795, 49126, 64943, 24142]",10,15.875,False,False,32
ulsion system consisted of two horizontal 2 @-@ cylinder double @-@ expansion steam engines powered by four coal @-@ fired cylindrical water,"[20861, 1092, 24363, 275, 847, 18409, 204, 29, 204, 43, 24, 43, 24821, 3923, 204, 43, 24, 43, 9681, 13007, 11996, 14136, 431, 1855, 9728, 204, 43, 24, 43, 12428, 55806, 1391]",塔,31649,18.125,gcg, preparedness,"[44888, 25407, 43723, 58151, 24281, 1958, 17593, 59338, 30701, 18023]",10,10.6875,False,False,32
"ai Pustaka @-@ published edition which was then adapted by Rd Ariffien ; as such, a review in the Bataviaas","[1418, 337, 411, 8932, 204, 43, 24, 43, 4002, 8453, 585, 398, 832, 16911, 431, 15925, 1118, 700, 1423, 204, 38, 345, 963, 204, 23, 241, 1856, 272, 248, 10952, 23257, 277]",>.<,64041,17.375,gcg, mx,"[61896, 58811, 2541, 19496, 64041, 60312]",6,1.6640625,False,True,32
 match of the event was the tag team encounter of Chris Benoit and William Regal against the team of Evolution ( Ric Flair and Batista ),"[3185, 275, 248, 1769, 398, 248, 6654, 1255, 10766, 275, 7911, 4336, 35684, 273, 7533, 2636, 268, 1542, 248, 1255, 275, 22356, 204, 19, 16497, 1828, 962, 273, 10952, 5486, 204, 20]",ichts,39352,19.0,gcg, créd,"[36468, 37756, 61150, 1631, 31556, 48506, 5763, 9770, 26321, 657]",10,7.5,False,False,32
", Ontario. The university's main campus is bordered to the south by Lake Ontario, Kingston General Hospital to the southeast, city parks","[23, 13805, 204, 25, 390, 7039, 204, 18, 94, 1316, 8500, 304, 21256, 1263, 271, 248, 6520, 431, 6215, 13805, 204, 23, 37949, 4860, 7735, 271, 248, 37504, 204, 23, 2295, 14157]",sock,54920,22.125,gcg, sock,"[33179, 24668, 48638, 11408, 33179, 17233, 42597, 53318, 58441, 10604]",10,7.5625,False,False,32
. The soundtrack album from the show was released in 2006. The Love remix is one of the main songs in The Beatles : Rock Band,"[204, 25, 390, 28032, 5026, 427, 248, 1049, 398, 4171, 272, 204, 853, 33, 204, 25, 390, 5072, 37124, 304, 532, 275, 248, 1316, 6640, 272, 390, 31948, 204, 37, 6064, 10546]", niveles,62576,19.0,gcg, lequel,"[38802, 31874, 29095, 63946, 14993, 30369, 43824, 15657, 1877, 31200]",10,12.1875,False,False,32
 long and 15 centimetres ( 6 in ) wide. The function or functions of the horns and frills have been debated for many,"[916, 273, 204, 1030, 1376, 35148, 394, 204, 19, 204, 33, 272, 204, 20, 3436, 204, 25, 390, 1935, 379, 5697, 275, 248, 37052, 273, 1183, 1561, 413, 650, 40579, 312, 860]",ineries,60101,21.625,gcg, maneu,"[24083, 44265, 24017, 1163, 21238, 11845, 5817, 37824, 5009, 17398]",10,13.8125,False,False,32
 his house shield displayed on the first floor balcony and nail the award to the shield. Nowadays the captain of the winning house team comes to the front of chapel,"[545, 1820, 13304, 10687, 313, 248, 772, 3717, 24637, 273, 14150, 248, 5025, 271, 248, 13304, 204, 25, 40938, 248, 16730, 275, 248, 6336, 1820, 1255, 1973, 271, 248, 2365, 275, 39192]",paint,59729,22.5,gcg,ations,"[571, 63473, 43968, 2671, 32447, 14921, 6597, 59729]",8,0.0191650390625,False,True,32
" @-@ in @-@ line. George died in 1899, leaving Michael as heir @-@ presumptive to the","[204, 43, 24, 43, 272, 204, 43, 24, 43, 1739, 204, 25, 6247, 4841, 272, 204, 9695, 36, 204, 23, 5391, 5493, 345, 36692, 204, 43, 24, 43, 15587, 35893, 271, 248]", replacements,39432,16.875,gcg, swaps,"[61752, 50799, 57101, 15228, 53318, 8577, 42105, 44669, 104, 39394]",10,5.71875,False,False,32
" with them near Audrain County. Anderson and his men camped with at least 300 men, including Todd. Although a large group of guerr","[335, 612, 2578, 6779, 1950, 3402, 204, 25, 13421, 273, 545, 1658, 2098, 269, 335, 388, 1931, 204, 4126, 1658, 204, 23, 1497, 18586, 204, 25, 5361, 241, 1902, 1408, 275, 60401]", nooit,63825,21.375,gcg, Princip,"[57002, 17216, 10763, 7935, 32652, 45414, 1358, 19769, 51507, 23938]",10,12.9375,False,False,32
". IGN's Perry similarly appreciated the variety and scale of the missions, and praised the amount of available side missions. GameSpy ","[204, 25, 295, 26656, 204, 18, 94, 21571, 19194, 12429, 248, 3451, 273, 5588, 275, 248, 18692, 204, 23, 273, 27294, 248, 2218, 275, 1433, 1753, 18692, 204, 25, 6351, 52620, 204]",tone,21029,21.125,gcg,::::::::,"[61854, 8352, 20505, 51635, 192, 37661, 2979, 61259, 302, 247]",10,10.4375,False,False,32
". University College London was used for courtrooms. Some scenes, including the Tumbler pursuit, were filmed in Chicago at locations such as Lower","[204, 25, 2000, 4440, 4414, 398, 1042, 312, 3520, 5977, 204, 25, 2660, 10463, 204, 23, 1497, 248, 25924, 17124, 19631, 204, 23, 646, 29818, 272, 6685, 388, 6477, 963, 345, 18302]", Locke,42356,17.875,gcg, mortgages,"[31723, 28049, 42356, 12495]",4,0.03955078125,False,True,32
