question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" on his superior army, to entice Mondragón into a pitched battle, planning to use an ambush to draw the Spanish army into a","[313, 545, 8975, 9950, 204, 23, 271, 47110, 26654, 1860, 137, 123, 89, 679, 241, 31410, 6201, 204, 23, 4042, 271, 745, 267, 5407, 1519, 271, 3181, 248, 8693, 9950, 679, 241]",ceived,8806,19.5,gcg, bapt,"[21657, 698, 81, 48021, 39496, 5689, 49491, 55164, 44260, 472]",10,10.9375,False,False,32
", all police forces throughout Germany were united under the purview of Himmler and the SS. Himmler and Heydrich thus became two","[204, 23, 455, 3996, 6389, 3151, 6508, 646, 17941, 813, 248, 1274, 1057, 275, 370, 6645, 2239, 273, 248, 15493, 204, 25, 370, 6645, 2239, 273, 707, 3499, 7936, 5227, 3569, 847]",reichen,53195,20.75,gcg, GDPR,"[33257, 38464, 45204, 51177, 30719, 31318, 54709, 40291, 30311, 33232]",10,13.75,False,False,32
" required to do during the Down to the Countryside Movement of the Cultural Revolution. As part of the movement, Bo and the city's Media","[2554, 271, 441, 1365, 248, 10174, 271, 248, 10269, 1846, 21192, 275, 248, 19684, 15999, 204, 25, 1130, 622, 275, 248, 4823, 204, 23, 2933, 273, 248, 2295, 204, 18, 94, 6072]", Notebook,51366,13.3125,gcg, Dors,"[56746, 43165, 5928, 51366]",4,1.0625,False,True,32
 Keegan to level the tie. Early in the second half Saint @-@ Étienne equalised through Dominique Bathenay. The goal meant,"[32064, 959, 271, 1445, 248, 10799, 204, 25, 12955, 272, 248, 1459, 2465, 10481, 204, 43, 24, 43, 34538, 16337, 6686, 1649, 788, 56784, 10952, 473, 316, 204, 25, 390, 3481, 4585]",coal,21097,21.375,gcg,++),"[11895, 22035, 37585, 50603, 36095, 49005, 33709, 28108, 19404, 47801]",10,6.9375,False,False,32
 coaching career after a humbling loss to Wake Forest in 1987. Ross decided to remain at Tech and continued to rebuild Tech's program ,"[11383, 3579, 852, 241, 1490, 11981, 2690, 271, 25815, 11156, 272, 204, 2747, 34, 204, 25, 12943, 3571, 271, 4464, 388, 10288, 273, 4902, 271, 17789, 10288, 204, 18, 94, 1283, 204]", strap,19195,19.0,gcg, vegetation,"[29239, 204, 24565, 34616, 62520, 54114, 35906, 34583, 52154, 28444]",10,1.8125,False,False,32
" of measure was first given a legal basis in 1795 by the French Revolutionary government. Article 5 of the law of 18 Germinal,","[275, 4327, 398, 772, 2132, 241, 3309, 4433, 272, 204, 14824, 32, 431, 248, 5063, 49935, 2183, 204, 25, 10495, 204, 32, 275, 248, 1651, 275, 204, 1121, 3647, 1453, 204, 23]", Tone,47750,20.5,gcg,Dating,"[52498, 53588, 35447, 5779, 24079, 47750, 37472, 454]",8,2.125,False,True,32
", leading to an invasion by King William II of Sicily. On September 11, 1185, during his absence from the capital,","[23, 3736, 271, 267, 18042, 431, 3884, 7533, 4036, 275, 62977, 204, 25, 1440, 3278, 204, 1069, 204, 23, 204, 15711, 32, 204, 23, 1365, 545, 11044, 427, 248, 4236, 204, 23]", Ihren,36744,20.0,gcg,search,"[12402, 631, 35286, 46510, 32936, 60854, 3166, 26847, 50121, 56874]",10,13.3125,False,False,32
"-@ a @-@ Ride services for the elderly and handicapped are well used, along with the local Community minibus set up by the local Rotary","[24, 43, 241, 204, 43, 24, 43, 24955, 1626, 312, 248, 15285, 273, 65009, 362, 779, 1042, 204, 23, 1858, 335, 248, 1783, 5913, 977, 37545, 889, 510, 431, 248, 1783, 36225]", amended,27201,18.125,gcg,Rot,"[35654, 26256, 31369, 40579, 54219, 30100, 2701, 39035, 15725, 23977]",10,10.25,False,False,32
"6, exploring his life and career. The nearby town of Vevey named a park in his honour in 1980 and erected a statue there in","[33, 204, 23, 11551, 545, 1063, 273, 3579, 204, 25, 390, 8684, 3371, 275, 5187, 3779, 5200, 241, 3707, 272, 545, 22492, 272, 204, 2747, 27, 273, 42655, 241, 21672, 629, 272]", supplier,13158,18.375,gcg, substitution,"[40598, 376, 7284, 47914, 5275, 42699, 3695, 29566, 4596, 13158]",10,2.265625,False,False,32
", the commander of the cruiser detachment in the Baltic, on 7 December. On the 15th, she sortied with the light cru","[23, 248, 22513, 275, 248, 54642, 56270, 272, 248, 42992, 204, 23, 313, 204, 34, 3960, 204, 25, 1440, 248, 204, 1030, 420, 204, 23, 674, 3229, 878, 335, 248, 1547, 4206]", bacon,19056,18.375,gcg,Tor,"[21295, 59754, 61093, 18823, 58598, 17249, 27578, 29627, 22484, 64262]",10,14.625,False,False,32
" Making matters worse, within the city the river's bed was narrowed by encroaching construction due to demographic pressure. The supports of numerous unregulated","[13519, 7031, 6068, 204, 23, 1574, 248, 2295, 248, 8095, 204, 18, 94, 2328, 398, 31116, 431, 61236, 2594, 4474, 2159, 271, 23041, 3712, 204, 25, 390, 7244, 275, 5593, 476, 34463]", boosters,53527,13.0625,gcg,_,"[74, 33432, 49106, 42620, 47558, 53527]",6,0.87109375,False,True,32
" Southern University in Baton Rouge, Louisiana and, after serving in the Vietnam War with the U.S. Army, earned a law degree from Howard","[9338, 2000, 272, 55765, 34075, 204, 23, 18271, 273, 204, 23, 852, 6752, 272, 248, 13225, 3710, 335, 248, 493, 25, 62, 25, 9475, 204, 23, 8870, 241, 1651, 4376, 427, 15229]", Lucifer,54688,17.25,gcg, Lucifer,"[54688, 16367, 39767, 33699, 8897, 7227, 60289, 917, 59530, 22257]",10,0.91796875,False,True,32
"ania, where the Christian doctrine was more readily accepted. Between 1691 and 1760 eleven missions were founded in the area ; however ","[4250, 204, 23, 881, 248, 4833, 21731, 398, 520, 13990, 7177, 204, 25, 15905, 204, 20377, 28, 273, 204, 19124, 27, 24542, 18692, 646, 9923, 272, 248, 1766, 204, 38, 2537, 204]",antis,28708,20.75,gcg,anton,"[29013, 13073, 28095, 40434, 40961, 55518, 52783, 57780, 5696, 1237]",10,12.4375,False,False,32
"– 23 days, with a further 25 – 28 days to fledging. The precocial chicks have buff and chestnut down ","[600, 204, 1871, 1522, 204, 23, 335, 241, 2515, 204, 1395, 204, 600, 204, 2086, 1522, 271, 22032, 2543, 204, 25, 390, 3292, 10016, 39738, 413, 7945, 273, 7038, 12594, 901, 204]", Lucy,21340,20.625,gcg, vape,"[30420, 47802, 46006, 43494, 34049, 12353, 4, 21340, 886, 45682]",10,6.875,False,False,32
" Frenchy to the rulers of the Sixth Dimension, the midget King Fausto and his queen, Doris. When the king falls for Frenchy","[5063, 100, 271, 248, 40073, 275, 248, 46149, 37672, 204, 23, 248, 3852, 710, 3884, 57705, 90, 273, 545, 15694, 204, 23, 54187, 204, 25, 1699, 248, 6693, 10363, 312, 5063, 100]", tort,10102,15.875,gcg,Animal,"[45821, 19067, 51913, 486, 46122, 37499, 33708, 744, 5321, 40784]",10,2.1875,False,False,32
" 260 kilowatts ( 4 @,@ 370 hp ) and a maximum speed of 200 kilometres per hour ( 120","[204, 17634, 9174, 307, 46543, 204, 19, 204, 31, 204, 43, 23, 43, 204, 25107, 29629, 204, 20, 273, 241, 5899, 3804, 275, 204, 853, 37374, 559, 3918, 204, 19, 204, 5959]",�,13019,19.75,gcg,140,"[9690, 35589, 362, 23580, 45618, 45483, 1008, 6199, 2624, 23793]",10,8.25,False,False,32
"chanter, the first vessel of his private Scientology fleet ( the "" Sea Org "" ). ( OT III says ","[3485, 342, 204, 23, 248, 772, 16957, 275, 545, 2348, 12881, 1303, 14146, 204, 19, 248, 204, 13, 9519, 53332, 204, 13, 204, 20, 204, 25, 204, 19, 28089, 10093, 1815, 204]",Roz,60126,22.0,gcg, Infrastructure,"[25541, 56269, 40984, 62659, 193, 40984, 32435, 15562, 11082, 71]",10,9.6875,False,False,32
" Thorpe entered the U.S. Olympic trials for both the pentathlon and the decathlon. He won the awards easily, winning three events ","[18492, 449, 7899, 248, 493, 25, 62, 25, 15789, 11524, 312, 1216, 248, 9587, 37404, 273, 248, 940, 37404, 204, 25, 707, 2107, 248, 10736, 3031, 204, 23, 6336, 1373, 2863, 204]",Selling,57752,20.5,gcg,687,"[51408, 26361, 14866, 21678, 61397, 55455, 8591, 35383, 1167, 34933]",10,11.0,False,False,32
". The Department for Business, Innovation and Skills is the government department responsible for higher education in England. Students are generally entitled to student loans to cover","[204, 25, 390, 3966, 312, 3772, 204, 23, 15467, 273, 18401, 304, 248, 2183, 6176, 4762, 312, 2712, 3065, 272, 6118, 204, 25, 9537, 362, 4701, 11210, 271, 3457, 6705, 271, 2871]", Chaos,41084,20.25,gcg, SELECT,"[55803, 41084, 46908, 4595, 37023, 48230, 62267, 5974, 25933, 34477]",10,3.796875,False,False,32
= = Death and legacy =,"[40, 204, 40, 11978, 273, 12801, 204, 40]", Hust,52531,11.875,greedy, Durant,"[57671, 52531]",2,0.494140625,False,True,8
= = Early life = ,"[40, 204, 40, 12955, 1063, 204, 40, 204]", Frauen,34941,20.375,gcg,Girls,"[43239, 52665, 53395, 60194, 23634, 28059, 37330, 204, 44248, 1588]",10,7.34375,False,False,8
. ) 464 (,"[204, 25, 204, 20, 204, 42467, 204, 19]",generational,59117,16.0,gcg,(~,"[47388, 44787, 1540, 58790, 59502, 60518, 35912, 193, 64189, 6055]",10,1.9609375,False,True,8
" "". He blamed the disaster","[204, 13, 204, 25, 707, 28705, 248, 11893]",unction,3396,17.75,gcg, biography,"[28203, 43623, 868, 55343, 52830, 410, 43307, 2885, 50384, 51279]",10,5.3125,False,False,8
 @-@ to @-,"[204, 43, 24, 43, 271, 204, 43, 24]",resses,26155,21.0,gcg, blinded,"[55346, 17180, 1280, 49034, 44667, 26155]",6,0.76171875,False,True,8
 with very low mass = =,"[335, 829, 1958, 2810, 204, 40, 204, 40]", Virgo,60835,11.875,greedy,!=,"[4761, 60835]",2,1.234375,False,True,8
 for some time as a result of competition,"[312, 596, 601, 345, 241, 1226, 275, 5867]",ffiti,35176,19.5,gcg, Relevant,"[56792, 50871, 48333, 44311, 2888, 34664, 12949, 38771, 26241, 35322]",10,6.6875,False,False,8
 of houses. Many sugar cane fields,"[275, 7888, 204, 25, 4552, 5317, 28743, 6338]", genuine,10850,15.0,gcg, AED,"[50350, 40085, 41196, 41943, 60400, 44453, 3198, 12818, 8503, 55311]",10,4.625,False,False,8
 was also the origin of all work on,"[398, 614, 248, 8332, 275, 455, 633, 313]",靠,36331,21.5,gcg, sneaky,"[62297, 12248, 53719, 438, 6679, 2065, 8849, 33207, 53454, 60366]",10,8.5,False,False,8
