question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 separated from continental Europe by the North Sea to the east and the English Channel to the south. The country covers much of the central and southern part of the,"[14039, 427, 37253, 2600, 431, 248, 3082, 9519, 271, 248, 10001, 273, 248, 3536, 13444, 271, 248, 6520, 204, 25, 390, 2020, 7604, 866, 275, 248, 5213, 273, 11647, 622, 275, 248]", safely,10772,18.75,gcg,Hotel,"[24861, 4753, 343, 24861, 41970, 510, 40720, 43391, 48802, 47329]",10,10.25,False,False,32
" from animal testing salvia appears to not be addictive, also the intensity of the experience creates a dysphoria that causes people not to return to the drug","[427, 5985, 4906, 1527, 12936, 5741, 271, 416, 314, 31061, 204, 23, 614, 248, 14062, 275, 248, 1417, 8176, 241, 9916, 747, 5825, 325, 6255, 692, 416, 271, 1161, 271, 248, 4800]",ningen,28122,20.25,gcg, fellows,"[33075, 263, 54317, 50396, 43953, 25163, 42370, 50094, 53336, 38919]",10,9.4375,False,False,32
"2012 edition of Out. The April 11, 2013, edition of The New York Times featured an article about her experiences in France","[626, 29, 8453, 275, 3501, 204, 25, 390, 3242, 204, 1069, 204, 23, 204, 626, 30, 204, 23, 8453, 275, 390, 1184, 2798, 6683, 8662, 267, 2507, 544, 573, 5031, 272, 5582]", manten,35321,19.125,gcg, underserved,"[52163, 35321, 5629, 31563, 16269, 5063, 10080, 24045, 19860, 37626]",10,5.5625,False,False,32
" favourites. As the race crossed the Alps, Simpson fell ill, across the Col du Galibier, with diarrhoea and stomach pains","[32489, 204, 25, 1130, 248, 4475, 13216, 248, 51410, 204, 23, 30878, 5514, 2931, 204, 23, 1993, 248, 1640, 1681, 6920, 518, 812, 204, 23, 335, 25217, 37442, 76, 273, 9792, 26203]", dop,11307,14.5,gcg, Edison,"[36830, 24610, 11307, 484, 16863, 379, 54295, 54295, 15243, 55025]",10,1.0,False,True,32
" hippocampal formation serve different functions, project with differing pathways, and have varying degrees of place field neurons. The dorsal region of the hipp","[29966, 62636, 268, 9962, 4417, 1104, 5697, 204, 23, 1441, 335, 35609, 21489, 204, 23, 273, 413, 17519, 7578, 275, 1237, 2206, 26754, 204, 25, 390, 50737, 268, 4145, 275, 248, 29966]", implications,14124,20.375,gcg, simulations,"[29520, 31811, 20266, 27348, 39523, 52828, 16320, 51879, 39754, 3363]",10,16.0,False,False,32
" to obtain information from Profumo about the deployment of nuclear weapons, she did not do so. Profumo was equally adamant that no such discussions took place","[271, 3678, 1150, 427, 3621, 28218, 544, 248, 16667, 275, 9048, 9266, 204, 23, 674, 826, 416, 441, 485, 204, 25, 3621, 28218, 398, 10148, 60061, 325, 658, 963, 11215, 2065, 1237]",Blog,19446,19.375,gcg, characterize,"[39651, 34093, 60629, 22919, 19446, 35964, 38915, 56049, 58443, 50318]",10,1.0703125,False,False,32
", in 1804, as the sole author. He found the task of managing the printers continually troublesome, but the book met with as","[204, 23, 272, 204, 7159, 31, 204, 23, 345, 248, 6620, 2402, 204, 25, 707, 1217, 248, 4957, 275, 8832, 248, 27661, 17448, 40379, 204, 23, 480, 248, 1204, 1345, 335, 345]", Milky,62642,22.125,gcg, SAP,"[21236, 15029, 2479, 46589, 64583, 41110, 47597, 429, 62642, 40662]",10,2.9375,False,False,32
ologists was present to examine and document the Atari material unearthed by excavation machinery : Andrew Reinhard ( American School of Classical Studies at Athens ,"[12029, 398, 1652, 271, 11152, 273, 3268, 248, 1570, 2150, 2047, 2368, 403, 722, 431, 57460, 17824, 204, 37, 9484, 25227, 12191, 204, 19, 2281, 2793, 275, 40748, 9080, 388, 26883, 204]",imate,2331,18.875,gcg,∗,"[34693, 50790, 62416, 17701, 246, 25028, 64008, 58939, 25398, 5996]",10,13.25,False,False,32
 Capper remained at Chatham until September 1914 when the lack of experienced officers forced his transfer to France in the early months of the First World War ,"[319, 14392, 8895, 388, 636, 42316, 1725, 3278, 204, 6474, 31, 635, 248, 3795, 275, 4750, 8053, 6584, 545, 4450, 271, 5582, 272, 248, 2304, 2137, 275, 248, 3835, 2889, 3710, 204]",""":[",52448,15.3125,gcg,:[,"[54001, 43564, 22594, 204, 52448, 45351]",6,0.119140625,False,True,32
"'s play Three Sisters. The production is scheduled to begin in 2011, and Sarsgaard will reunited with Uncle Vanya director Austin Pend","[18, 94, 884, 9004, 33116, 204, 25, 390, 3146, 304, 8869, 271, 2145, 272, 204, 626, 28, 204, 23, 273, 302, 1099, 53895, 451, 53099, 335, 25327, 553, 27566, 5219, 12196, 46180]",qq,53979,19.625,gcg, XS,"[52340, 46180, 53979, 2479, 46603, 16863, 20310, 40457, 17609, 46603]",10,0.0054931640625,False,True,32
", "" you will receive power when the Holy Spirit has come upon you, and you will be my witnesses in Jerusalem and in all Judea and Sam","[23, 204, 13, 299, 451, 3162, 1484, 635, 248, 9444, 8248, 504, 1239, 2918, 299, 204, 23, 273, 299, 451, 314, 491, 21286, 272, 17466, 273, 272, 455, 33012, 76, 273, 4770]", feral,63998,20.25,gcg,sam,"[28802, 63998, 2977, 52527, 378, 55957, 42974, 48125, 56413, 48310]",10,0.0002803802490234375,False,True,32
" "" Ship unmanoeuvrable. We will fight to the last shell. Long live the Führer. "" The mood of","[204, 13, 21902, 476, 1342, 2545, 8250, 18769, 204, 25, 703, 451, 3380, 271, 248, 1143, 9341, 204, 25, 5820, 1929, 248, 16888, 132, 30042, 204, 25, 204, 13, 390, 8914, 275]",yield,45834,20.0,gcg,Implement,"[30358, 45141, 679, 33014, 59578, 63661, 47901, 259, 31148, 41557]",10,7.15625,False,False,32
", Tamaulipas. Despite the severity of the winds, the worst of Gert was due to orographic lift when its broad circulation interacted with","[23, 301, 2415, 338, 496, 277, 204, 25, 10744, 248, 19325, 275, 248, 17449, 204, 23, 248, 7290, 275, 49851, 398, 2159, 271, 379, 8200, 6961, 635, 701, 3988, 16234, 62268, 335]", detail,3730,15.75,gcg, Hanoi,"[53877, 332, 21432, 13253, 30115, 38631, 14365, 3792, 33262, 35568]",10,7.40625,False,False,32
" The guitar solo of "" Fix You "" is currently used as the player introduction at all of the National Hockey League's Montreal Canadiens ","[390, 9556, 6522, 275, 204, 13, 17004, 781, 204, 13, 304, 3250, 1042, 345, 248, 3850, 9705, 388, 455, 275, 248, 2926, 27903, 7036, 204, 18, 94, 23160, 1853, 12625, 594, 204]", initiated,21154,19.5,gcg,ait,"[1198, 4647, 55322, 37344, 4, 50866, 23808, 49625, 42454, 635]",10,3.59375,False,False,32
" mounted on caterpillar tracks are known as snowcats. Snowcats are commonly fitted with snowplows or snow groomers, and are used by ski","[15472, 313, 15002, 45921, 9563, 362, 2245, 345, 5850, 31316, 204, 25, 13243, 31316, 362, 8906, 17672, 335, 5850, 463, 1350, 379, 5850, 18715, 358, 204, 23, 273, 362, 1042, 431, 13107]", NOW,20018,20.5,gcg, help,"[733, 49157, 26152, 62602, 64099, 46448, 40662, 22926, 21921, 6665]",10,5.46875,False,False,32
 1932. The cryptologic achievements of Rejewski and colleagues Jerzy Różycki and Henryk Zygalski enabled the,"[204, 6128, 29, 204, 25, 390, 6295, 16533, 18268, 275, 814, 55533, 14970, 273, 10078, 5574, 1917, 22225, 123, 139, 132, 100, 48485, 273, 9566, 86, 1193, 41323, 851, 3090, 10942, 248]",Ready,22395,17.5,gcg, multiplying,"[62587, 1695, 43011, 33582, 271, 16831, 594, 28577, 438, 42382]",10,6.96875,False,False,32
" Bradford initially on a loan transfer. His return coincided with a club record ten successive league victories. Campbell finished the season with nine goals, Haw","[45570, 10165, 313, 241, 4785, 4450, 204, 25, 2591, 1161, 14258, 2563, 335, 241, 4230, 2081, 3020, 35263, 9285, 30986, 204, 25, 18853, 5077, 248, 2120, 335, 7598, 4258, 204, 23, 7875]",reto,32881,15.3125,gcg, estr,"[26585, 5718, 13367, 38869, 32881, 23769]",6,0.037841796875,False,True,32
 Roman Catholic Church and Christians for the article. The public apology was posted on the website of its publisher. Pakiam accepted the apology and said that no,"[10112, 9824, 5222, 273, 11763, 312, 248, 2507, 204, 25, 390, 1202, 29045, 398, 5637, 313, 248, 1857, 275, 701, 17295, 204, 25, 8516, 2649, 7177, 248, 29045, 273, 746, 325, 658]",Purpose,45603,19.875,gcg, consulted,"[37216, 658, 7587, 52822, 658, 122, 37955, 22927, 23273, 29687]",10,0.87890625,False,True,32
" ransacked and plundered by the occupying forces and its archives were preserved better than other churches throughout Hong Kong, having been left "" relatively unsc","[392, 501, 18059, 273, 447, 868, 1263, 431, 248, 48090, 6389, 273, 701, 23881, 646, 22161, 1286, 661, 599, 14620, 3151, 11640, 11247, 204, 23, 1728, 650, 1786, 204, 13, 6976, 33988]",war,7337,16.75,gcg,.+,"[51489, 28009, 4869, 56122, 15281, 36848, 8183, 33319, 33988, 7337]",10,0.021240234375,False,True,32
 also sponsored the Female Law Practitioners Act,"[614, 16738, 248, 23452, 3950, 38794, 358, 2875]", residues,38546,18.75,gcg, leaking,"[35119, 19405, 24935, 44890, 43027, 40197, 6605, 3256, 31433, 31433]",10,5.25,False,False,8
