question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", no,658,3.71875,greedy, emailed,[30845],1,0.357421875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", widespread,15557,4.875,greedy, debated,[40579],1,2.296875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", rave,50500,5.90625,gcg, Craig,"[18906, 8167, 64839, 13613, 47270, 51574]",6,1.1953125,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", international,3502,6.34375,greedy, locally,"[13578, 41837]",2,2.296875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", another,1382,6.59375,gcg, loses,"[22249, 532, 64806, 335, 59597, 61607]",6,0.6640625,False,True,8
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",195,5021,6.34375,greedy,Republic,[38203],1,0.83203125,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",4,31,8.375,gcg, suivi,"[51810, 50314, 9520, 22305, 293, 58, 102, 11194, 544, 50419]",10,4.15625,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",09,3614,8.8125,gcg,US,"[2873, 22968, 18069, 11656, 22103, 49435, 5337, 22355]",8,0.54296875,False,True,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",22,1671,9.3125,greedy, Nail,"[40500, 46484]",2,0.62109375,False,True,10
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",(,19,0.29296875,base,,[],0,-1.0,True,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",[[,19778,6.53125,greedy, pedest,"[19249, 14952]",2,0.62109375,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",**,763,7.4375,greedy,::{,"[48580, 763]",2,0.205078125,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",(“,11212,8.0,greedy, Slots,"[21814, 28740, 25958]",3,0.46484375,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",$,15,8.5,greedy,<|>,"[61799, 22450]",2,0.72265625,False,True,16
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",..,513,5.03125,gcg,..,"[513, 2722, 53053, 20429, 18981, 56654, 32716, 18322, 10919, 61708]",10,0.875,False,True,22
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",[],4278,8.125,greedy, dismissing,"[63551, 57971, 4278]",3,1.390625,False,True,22
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",195,5021,8.625,gcg,195,"[5021, 27221, 4506, 20908, 23879, 20277, 27317, 57247]",8,0.5546875,False,True,22
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",),20,9.1875,greedy, unterschied,"[35336, 9301]",2,1.2578125,False,True,22
" was named to the pentathlon team, which also included future International Olympic Committee president Avery Brundage ","[398, 5200, 271, 248, 9587, 37404, 1255, 204, 23, 585, 614, 3345, 2108, 3864, 15789, 6628, 4179, 38161, 10960, 343, 484, 204]",""".",3566,9.625,gcg, Johnny,"[20233, 5989, 10, 3566, 13, 38866, 2806, 5154]",8,0.7578125,False,True,22
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]", state,1592,5.71875,gcg,Trend,"[38901, 32333, 53077, 25156, 54396, 60906]",6,0.5234375,False,True,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]",.,25,7.21875,gcg, Singles,"[34901, 2007, 12256, 18656]",4,0.5703125,False,True,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]", a,241,8.1875,gcg, av,"[927, 671, 29467, 8040, 56004, 9385, 12196, 57154, 3169, 5249]",10,3.703125,False,False,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]", Baptist,21037,8.75,greedy, Wisconsin,"[13314, 53524]",2,0.62109375,False,True,32
" to be merged to form the new university, and there were other possible candidates for the presidency. Albert A. Murphree, president of Florida","[271, 314, 30245, 271, 1052, 248, 627, 7039, 204, 23, 273, 629, 646, 599, 1777, 7674, 312, 248, 30352, 204, 25, 17018, 317, 25, 7980, 747, 609, 204, 23, 4179, 275, 5837]","""",13,9.3125,gcg,""".","[3566, 41679, 36133, 15799, 16873, 15778, 42690, 25097, 13, 40325]",10,0.921875,False,True,32
