question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", mixed,7697,2.0625,greedy,anticipated,[55209],1,0.69921875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", generally,4701,3.3125,greedy, unlike,[11982],1,1.46875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", critical,4751,3.921875,greedy, smaller,[5552],1,1.515625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", criticism,14166,4.1875,greedy, hairstyle,[47268],1,1.8125,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", limited,3991,4.5625,gcg, Australian,"[8562, 1651, 9111, 1486, 21609, 13226, 27647, 13421]",8,1.453125,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", ,204,4.84375,greedy,>>SUFFIX<<,[9],1,2.015625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", far,1825,5.21875,gcg,Far,"[25563, 886, 15627, 12752, 43138, 15207, 48164, 2564, 3339, 649]",10,1.7890625,False,False,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", favorable,20544,5.5625,greedy,■,"[41301, 53363]",2,1.7734375,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", greater,4385,5.6875,gcg,Hart,"[50060, 15737, 21018, 19264]",4,2.1875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", heavy,4892,5.8125,greedy, isn,"[2414, 32011]",2,1.9140625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", lower,3089,5.9375,gcg, Fantasy,"[21403, 50812, 408, 15820, 4722, 5153, 13742, 5774, 57897, 39849]",10,2.28125,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", good,822,6.0625,greedy,:)),"[61578, 1226, 39811]",3,1.9375,False,True,8
