question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
"onstads plass in Sandvika , the administrative centre of Bærum . It was commissioned in 1965 by the local Rot","[265, 303, 7925, 282, 605, 297, 8564, 29894, 4106, 1919, 278, 19185, 8442, 310, 350, 30078, 5848, 869, 739, 471, 12969, 287, 297, 29871, 29896, 29929, 29953, 29945, 491, 278, 1887, 9664]",encrypt,27924,25.514436721801758,gcg,<>();,"[27258, 4968, 26618, 9664, 31997, 28909, 7362, 27924, 26086, 15261]",10,0.1633462756872177,False,True,32
"in @-@ related charges , and in 1995 Wiggs decided to pursue other musical projects . Macpherson continued playing with Kim","[262, 732, 29899, 29992, 4475, 21090, 1919, 322, 297, 29871, 29896, 29929, 29929, 29945, 399, 335, 3174, 8459, 304, 12359, 434, 916, 9636, 9279, 869, 4326, 561, 1330, 7572, 8743, 411, 12931]",hom,3632,17.35761260986328,gcg,selbst,"[12526, 14157, 12931, 3632]",4,0.35562533140182495,False,True,32
4 @.@ 2 billion ) . Damage to roads alone totaled to $ 2 billion pesos ( $ 153 million 20,"[29946, 732, 21240, 29871, 29906, 24464, 1723, 869, 9865, 482, 304, 25320, 7432, 2025, 7943, 304, 395, 29871, 29906, 24464, 8928, 359, 313, 395, 29871, 29896, 29945, 29941, 7284, 29871, 29906, 29900]",rid,8177,17.4209041595459,gcg,五,"[30904, 2429, 11753, 6478, 1602, 4042]",6,1.2070378065109253,False,True,32
"Barry Island , in 1966 . Building work began there in the winter and the gates opened to campers on 18 June 19","[23032, 7935, 1919, 297, 29871, 29896, 29929, 29953, 29953, 869, 17166, 664, 4689, 727, 297, 278, 13851, 322, 278, 29341, 6496, 304, 4242, 414, 373, 29871, 29896, 29947, 5306, 29871, 29896, 29929]",Upload,17553,24.14866828918457,gcg,upp,"[10282, 30429, 21718, 7718, 23564, 9674, 18801, 5578, 30429, 20256]",10,11.193443298339844,False,False,32
"05 — Soroff , Jonathan . Soroff on Ellis Paul . Improper Bostonian , Apr 6 – 19 , 2","[29900, 29945, 813, 17784, 2696, 1919, 20983, 869, 17784, 2696, 373, 11001, 275, 3739, 869, 1954, 771, 546, 12115, 713, 1919, 319, 558, 29871, 29953, 785, 29871, 29896, 29929, 1919, 29871, 29906]",asym,16936,21.19972801208496,gcg,conclude,"[17668, 21940, 21901, 12940, 26951, 29068, 11894, 6659, 19637, 12714]",10,11.191818237304688,False,False,32
as a single point of contact for the relatives of Flight 370 passengers . The agency 's weekly search updates are provided in both English,"[408, 263, 2323, 1298, 310, 6958, 363, 278, 14576, 310, 2379, 523, 29871, 29941, 29955, 29900, 28134, 869, 450, 946, 3819, 525, 29879, 4723, 368, 2740, 11217, 526, 4944, 297, 1716, 4223]",$:,21063,24.272964477539062,gcg,Morgan,"[20549, 7909, 14028, 20041, 584, 23699, 28838, 10001, 18632, 31272]",10,7.290577411651611,False,False,32
"At the same time , both critics and supporters point towards awkward elements of his personality and career . Gonsalves , at his funeral","[2180, 278, 1021, 931, 1919, 1716, 28431, 322, 1462, 272, 2153, 1298, 7113, 13689, 1328, 3161, 310, 670, 2022, 2877, 322, 6413, 869, 402, 787, 284, 1960, 1919, 472, 670, 2090, 13537]",overhead,18702,16.885305404663086,gcg,ęż,"[19655, 24265, 18702, 12653, 3691, 29420, 19512, 632, 23047, 30437]",10,0.6643190383911133,False,True,32
"Playwright Donald Margulies , Princeton University professor Jill Dolan , critic John Fleming and critic Alexis Soloski were also","[7412, 29893, 1266, 18935, 11649, 352, 583, 1919, 1588, 3742, 20666, 3014, 12251, 435, 453, 11201, 273, 1919, 11164, 2259, 383, 2409, 292, 322, 11164, 4827, 275, 4956, 359, 1984, 892, 884]",Italia,12201,18.895414352416992,gcg,optera,"[23672, 15736, 9604, 3574, 30055, 28018, 12201, 2068]",8,1.8085100650787354,False,True,32
"arsely populated into the 19th century , with the nearest fixed river crossings being the bridges at Westminster , 1 mile ( ","[1503, 873, 24146, 964, 278, 29871, 29896, 29929, 386, 6462, 1919, 411, 278, 20471, 4343, 8580, 4891, 886, 1641, 278, 28635, 2710, 472, 3122, 1195, 2475, 1919, 29871, 29896, 17967, 313, 29871]",gs,3174,24.834522247314453,gcg,lengths,"[27497, 2192, 15510, 3472, 17036, 2427, 31788, 19375, 7607, 30875]",10,9.931852340698242,False,False,32
"by his predecessors which focused on domestic consumption , rather than export @-@ led growth . During his tenure , Chongqing reported annual G","[491, 670, 27978, 985, 943, 607, 21309, 373, 21849, 27430, 1919, 3265, 1135, 5609, 732, 29899, 29992, 5331, 14321, 869, 7133, 670, 3006, 545, 1919, 678, 549, 29939, 292, 8967, 17568, 402]",ър,6512,16.460477828979492,gcg,Queensland,"[25195, 17568, 402, 6512, 31418, 8158]",6,0.06811849772930145,False,True,32
