question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 American artists Little Fe,"[2281, 6517, 8527, 3948]",at and,"[249, 273]",0.765625,greedy,Both,[13191],1,0.0791015625,False,True,4
"wick, however","[10080, 204, 23, 2537]",",","[204, 23]",1.5390625,greedy,onyms,[39540],1,0.5078125,False,True,4
 it reached number ,"[334, 5283, 1386, 204]",28 on the,"[2086, 313, 248]",2.046875,gcg,/**,"[3853, 2086, 15506, 25765]",4,0.486328125,False,True,4
 The Apollo @,"[390, 32061, 204, 43]",-@ Soy,"[24, 43, 34372]",8.0,gcg,AT,"[1584, 18253, 34372, 3190, 29757, 12446, 43611, 35715]",8,0.421875,False,True,4
@-@ times,"[43, 24, 43, 1762]", platinum by the Recording,"[29597, 431, 248, 41171]",7.125,gcg, Topics,"[23872, 29394, 8271, 3566, 46167, 10116, 27833, 46775]",8,0.71875,False,True,4
 from Farnborough,"[427, 378, 1062, 21345]",", although a","[204, 23, 4424, 241]",4.75,gcg, orth,"[22663, 49075, 3214, 11978, 19831, 54423, 38298, 22722, 32455, 50901, 594, 51837, 306, 47401, 37448, 3014, 18804, 48209, 47895, 55958, 7445, 58838, 55697, 11902, 59564, 5218, 25146, 30929, 25683, 45438, 56305, 51546, 55697, 15501, 2728, 14222, 36264, 58850, 9323, 1000, 4033, 8303, 42921, 48028, 46257, 61415, 37290, 26411, 49804, 40027, 4857, 17538, 58619, 44668, 60885, 37, 9306, 62088, 10990, 2541, 3892, 42035, 8051, 5734]",64,1.3515625,False,False,4
", high waves from the storm left one","[23, 986, 11612, 427, 248, 7695, 1786, 532]", ship ,"[5938, 204]",4.5625,gcg,Ka,"[41332, 43758, 51717, 29945, 263, 5878, 52210, 13118]",8,0.8515625,False,True,8
 is a significant part of the work of,"[304, 241, 2589, 622, 275, 248, 633, 275]", the diving,"[248, 21309]",7.15625,greedy, freshmen,"[58686, 55169]",2,1.6484375,False,True,8
 the age of 19. On,"[248, 2521, 275, 204, 660, 204, 25, 1440]", 28 August,"[204, 2086, 3333]",2.96875,gcg, Technician,"[39272, 36005, 19764, 330, 24768, 49517, 192, 51021, 13006, 45642, 44016, 8186, 45642, 9529, 15835, 62341]",16,0.609375,False,True,8
 McGovern remained neutral. McGovern,"[16422, 4013, 8895, 11430, 204, 25, 16422, 4013]", hosted all three,"[11465, 455, 1373]",5.4375,gcg,le,"[274, 40967, 45132, 4176, 43772, 39918, 28816, 10689, 23996, 36695, 26022, 50377, 37316, 49992, 22135, 54995, 18445, 87, 53689, 42, 46348, 36496, 15806, 48036, 62332, 53419, 34498, 11421, 17652, 19093, 8022, 488, 24134, 316, 19116, 63745, 50182, 47842, 9213, 30979, 20116, 46348, 12303, 4, 259, 26960, 44540, 2479, 36033, 50182, 4410, 61686, 33629, 30075, 51792, 52288, 60702, 63571, 6563, 12917, 436, 50761, 26715, 2597]",64,1.5390625,False,False,8
", the fossil skeleton was preserved with a","[23, 248, 20582, 38012, 398, 22161, 335, 241]", coat of filamentous,"[10158, 275, 61212, 498]",3.890625,gcg, Clyde,"[53471, 62507, 26825, 49296, 17169, 61212, 10158, 38457]",8,0.8125,False,True,8
@-@ meter freestyle relay for the,"[43, 24, 43, 16470, 59238, 28287, 312, 248]", winning U.S,"[6336, 493, 25, 62]",2.5625,gcg,ennes,"[10933, 17059, 22234, 17229, 41817, 12451, 54974, 57400]",8,0.68359375,False,True,8
