question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 forming a ten ,"[16455, 241, 3020, 204]",@-,"[43, 24]",6.3125,gcg,ACS,"[56588, 1888, 58740, 34994, 235, 11669, 33445, 52498, 43003, 59569, 35781, 15842, 50603, 39611, 42508, 23506, 18625, 64895, 32953, 49310, 27083, 5828, 9058, 798, 56902, 46259, 5325, 43081, 48151, 1163, 31641, 39110, 58111, 24876, 29205, 33653, 52212, 58095, 62402, 55977, 26507, 33025, 7815, 55511, 53233, 6192, 55330, 2179, 53295, 23407, 14222, 6678, 9910, 64569, 192, 14672, 28028, 19744, 52856, 37261, 63286, 56023, 28060, 43]",64,0.421875,False,True,4
Salle Parish ,"[62, 5366, 30741, 204]",", deal","[23, 2066]",9.0,gcg, bookstore,"[41618, 327, 56428, 25705, 22189, 33621, 2387, 20861, 786, 14469, 6989, 247, 1751, 18232, 456, 18476, 38501, 23037, 25500, 43428, 34555, 48541, 48121, 4490, 27988, 6462, 29530, 47252, 40332, 51445, 31551, 241, 15371, 56514, 22281, 16206, 53498, 30536, 16261, 37126, 56572, 31836, 50200, 57294, 63224, 35607, 23953, 37609, 2232, 26071, 29725, 36137, 2066, 25209, 58599, 30741, 2066, 49653, 47791, 24206, 30741, 951, 19718, 16773]",64,0.53125,False,True,4
", a ","[204, 23, 241, 204]",16th,"[1243, 420]",3.75,gcg,ierta,"[51323, 50228, 291, 52048, 44251, 52863, 9642, 6065, 2973, 20387, 23452, 45279, 48212, 36249, 62053, 56569, 55181, 46042, 10997, 57917, 49387, 21898, 10769, 29386, 20854, 28008, 41980, 20058, 57262, 1534, 9857, 56021, 4257, 54876, 21664, 47252, 50448, 52877, 8888, 13083, 39580, 51435, 12853, 57795, 13257, 26516, 32199, 49114, 45288, 13006, 6304, 11758, 46116, 28895, 47144, 26178, 56014, 18909, 49792, 63150, 52739, 10599, 49667, 60263]",64,0.466796875,False,True,4
! This is,"[204, 12, 735, 304]", the first,"[248, 772]",2.265625,greedy, první,[63758],1,1.0625,False,True,4
 consisted of a revival,"[24363, 275, 241, 35124]", of Uncle V,"[275, 25327, 553]",3.578125,gcg, UR,"[50041, 46664, 9504, 62108, 472, 14977, 17023, 23864, 24655, 3298, 30737, 55368, 47373, 6195, 2568, 56557, 3353, 39792, 55192, 57013, 51284, 42680, 46434, 11277, 63473, 60167, 1257, 18071, 22570, 63938, 23961, 48711, 29807, 1439, 18568, 20346, 13835, 46381, 11144, 46025, 63521, 45711, 4503, 22620, 48211, 57392, 41631, 62821, 40049, 15953, 35334, 131, 58987, 2971, 4000, 40142, 35365, 40102, 29572, 24468, 57625, 55454, 19916, 49016]",64,0.314453125,False,True,4
 – some will,"[204, 600, 596, 451]", fancy it ,"[14042, 334, 204]",5.3125,gcg, Cair,"[58413, 41741, 34524, 12503, 32653, 36443, 15, 41052, 58433, 39817, 5682, 37912, 42635, 43408, 18179, 32045, 1097, 44824, 33720, 40298, 58512, 36847, 59730, 4588, 45466, 60670, 27752, 23970, 56674, 62343, 32274, 22258, 38720, 23660, 40235, 51065, 57323, 20632, 53273, 42180, 14328, 14032, 48920, 59710, 62111, 8035, 17102, 37415, 7023, 20961, 19000, 18085, 57417, 57248, 295, 14042, 1508, 57417, 50937, 35917, 37249, 3566, 48413, 11954]",64,2.015625,False,False,4
 it does not contain,"[334, 960, 416, 4020]", the additional content,"[248, 3149, 2147]",4.5,gcg, Competitive,"[42264, 56344, 44950, 25873, 48590, 8453, 603, 53205, 16029, 2704, 42939, 14967, 18842, 55208, 12439, 43865, 22755, 27739, 8856, 42877, 31551, 55670, 544, 27807, 39561, 23718, 34079, 16241, 633, 30271, 34508, 861, 62913, 33591, 46196, 56577, 34526, 2349, 63361, 47062, 14864, 25041, 20494, 6751, 55487, 45727, 27335, 606, 50686, 58683, 4192, 25637, 6263, 10334, 30643, 48571, 44669, 43626, 6804, 50505, 5822, 59912, 23, 13698]",64,1.203125,False,True,4
", they made","[204, 23, 506, 1021]", the characters step,"[248, 5058, 2006]",6.34375,gcg,Lesson,"[45052, 16788, 59535, 27046, 1820, 40282, 28494, 41896, 61854, 58972, 27182, 42464, 15109, 5689, 62418, 22581, 32507, 2007, 39786, 8898, 38043, 47962, 48246, 45454, 35104, 25804, 47764, 4154, 5055, 45263, 58372, 26377, 37086, 23530, 75, 41751, 11627, 270, 42120, 34976, 45976, 9514, 57536, 21985, 64451, 63193, 16823, 14109, 193, 5058, 7419, 40187, 23627, 27426, 26593, 369, 22689, 9819, 28204, 20727, 54422, 24862, 49055, 49536]",64,2.140625,False,False,4
 the cathedral precent,"[248, 41051, 634, 1467]","or, Adam","[252, 204, 23, 10272]",4.0625,gcg, beginning,"[4118, 30747, 42177, 35915, 32131, 9556, 50838, 63434, 37494, 4595, 56861, 1491, 50333, 33484, 19324, 38362, 59461, 62708, 32233, 31221, 33799, 1462, 30704, 12954, 11033, 59005, 20159, 26663, 54061, 2002, 397, 60074, 27882, 25429, 691, 60566, 47321, 53213, 13958, 38188, 23190, 50035, 19340, 49046, 24909, 57086, 2648, 52445, 16169, 43960, 763, 11212, 43285, 23691, 772, 9705, 16930, 48147, 29141, 62045, 11616, 27745, 246, 41672]",64,1.4140625,False,False,4
 built by both the,"[3426, 431, 1216, 248]", Azeri and Iranian,"[35390, 84, 273, 23985]",4.125,gcg,ENTER,"[44412, 16593, 19180, 61884, 28250, 35615, 2682, 11680, 47004, 56221, 54022, 39873, 748, 53474, 30669, 46611, 37432, 6864, 11819, 42603, 49788, 297, 1720, 50437, 38512, 31560, 2929, 28857, 45266, 15277, 19583, 8897, 54577, 53840, 15658, 26021, 37698, 11230, 17573, 25556, 45332, 39529, 11985, 64941, 4653, 48764, 5455, 27571, 38197, 40437, 3182, 44333, 38517, 28548, 51655, 5622, 43020, 49087, 9031, 23834, 60819, 25529, 60717, 35390]",64,0.8125,False,True,4
