question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" 28,","[204, 2086, 204, 23]", 201,"[204, 626]",0.6796875,base,,[],0,0.6796875,True,True,4
 106 %,"[204, 13601, 204, 16]", of the,"[275, 248]",1.578125,greedy, constitute,[22885],1,0.318359375,False,True,4
 prime minister is not,"[9079, 11177, 304, 416]", under any obligation,"[813, 607, 15153]",2.96875,gcg,Sports,"[24177, 56590, 14495, 61032, 14102, 33797, 2749, 14606]",8,0.2578125,False,True,4
", William F.","[23, 7533, 378, 25]"," Buckley,","[61305, 204, 23]",4.1875,greedy, assassination,"[41476, 204]",2,0.3515625,False,True,4
 his child or ward,"[545, 1213, 379, 13433]",", as the","[204, 23, 345, 248]",3.484375,gcg,Flight,"[51344, 36814, 29742, 12896, 46315, 21635, 33071, 12281, 37531, 5322, 13162, 24021, 7337, 47237, 13665, 240]",16,1.4453125,False,True,4
 producing artistic director ,"[9886, 14219, 5219, 204]",. Huddle had,"[25, 370, 44818, 618]",6.03125,gcg, CW,"[39691, 41669, 32319, 2513, 54845, 41064, 13616, 19693, 28539, 57081, 25497, 62265, 5134, 370, 44818, 10206]",16,0.494140625,False,True,4
 been misled. It was also,"[650, 3592, 1046, 204, 25, 605, 398, 614]", noted that,"[6674, 325]",2.140625,greedy, noted,[6674],1,1.2578125,False,True,8
 Francisco fanzine Search and Destroy ,"[8863, 4838, 101, 438, 8166, 273, 47849, 204]",: ,"[37, 204]",3.875,greedy,iqué,[32422],1,0.6015625,False,True,8
", Hampshire, England.","[204, 23, 22666, 204, 23, 6118, 204, 25]", Built in about,"[20322, 272, 544]",5.34375,gcg,entary,"[56995, 49296, 14903, 25170, 2600, 17775, 27606, 30157, 40757, 52778, 12217, 38540, 12815, 15511, 38300, 8486, 59737, 18423, 37089, 866, 53894, 56917, 9752, 63797, 38776, 27784, 61687, 60705, 18443, 43731, 32064, 52364, 1066, 30796, 41033, 26880, 58402, 16232, 62832, 29498, 30526, 279, 8645, 60167, 23, 43878, 55652, 64508, 95, 6980, 16258, 62858, 0, 41736, 64654, 25601, 24869, 21425, 22266, 29402, 54571, 5154, 46011, 19916]",64,1.25,False,False,8
 ( described by Wally Snell,"[204, 19, 5383, 431, 367, 446, 7930, 433]", and Esther A,"[273, 41097, 317]",6.21875,gcg, steril,"[35446, 60788, 4359, 16672, 2355, 50141, 58591, 49560, 37881, 62842, 798, 6745, 33955, 58419, 60845, 9057, 28890, 9113, 52277, 38264, 50084, 807, 28244, 32168, 54878, 21863, 76, 33778, 5193, 49469, 47699, 44609]",32,1.0,False,True,8
