question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 village of Pari,"[7997, 275, 337, 2150]", in Sk,"[272, 4200]",6.125,gcg, Schm,"[48941, 20462, 38527, 6019, 280, 17890, 8931, 50853]",8,1.296875,False,True,4
", but while","[204, 23, 480, 1093]", his analysis,"[545, 3549]",6.8125,gcg,its,"[871, 22060, 54677, 57538, 20597, 56135, 892, 53664, 52053, 406, 6802, 50090, 42393, 871, 2717, 12856, 15746, 12362, 18858, 42264, 14993, 36889, 37472, 36996, 38510, 52899, 55459, 7532, 9777, 3920, 12177, 62718]",32,1.296875,False,True,4
", planning and","[204, 23, 4042, 273]"," zoning,","[40093, 204, 23]",2.25,greedy, Traffic,[23109],1,0.1484375,False,True,4
" Edward Coke,","[13865, 44906, 204, 23]", who is considered,"[569, 304, 3558]",3.109375,gcg, Techniques,"[34501, 34978, 7593, 32314, 54604, 4668, 1359, 2038, 57962, 45544, 44628, 59841, 48863, 20632, 7859, 8526]",16,1.1640625,False,True,4
", told fellow","[204, 23, 2276, 8118]", baseball author Marty App,"[11486, 2402, 39516, 1810]",5.75,gcg, perfe,"[60344, 150, 51854, 10375, 31356, 54307, 18757, 45328, 130, 64886, 1670, 32507, 61054, 60044, 61345, 62850, 42271, 4544, 10467, 5770, 14951, 9549, 6980, 22016, 22579, 80, 37249, 52915, 28203, 11378, 31157, 21696]",32,0.7421875,False,True,4
"lers, run","[10017, 204, 23, 1257]", the buffalo around F,"[248, 42361, 1111, 378]",7.8125,gcg, runner,"[19500, 13878, 15011, 13001, 5112, 6918, 62360, 19462, 10941, 37481, 2747, 36409, 22239, 47611, 44513, 4858, 3776, 20740, 94, 20107, 29363, 13913, 33783, 54596, 2328, 401, 44325, 56610, 16228, 30209, 4102, 438, 8383, 41482, 58851, 43933, 41964, 32514, 34895, 1408, 7440, 19120, 38238, 52487, 822, 86, 49408, 41664, 61990, 42116, 7945, 24576, 1111, 22413, 13982, 56135, 52740, 55179, 11586, 9546, 6304, 55692, 55866, 20157]",64,2.328125,False,False,4
 the E @-@ flat major,"[248, 399, 204, 43, 24, 43, 5811, 2084]", version ,"[2684, 204]",4.46875,greedy,VERSION,"[31077, 55414]",2,1.3046875,False,True,8
" On December 15, 200","[1440, 3960, 204, 1030, 204, 23, 204, 853]",7 ,"[34, 204]",1.4765625,greedy,07,[3924],1,0.859375,False,True,8
 for the procedure but relents after seeing,"[312, 248, 6891, 480, 804, 586, 852, 4374]", Rogers commit an,"[22990, 5067, 267]",7.40625,gcg, Rodgers,"[42372, 46297, 32896, 33128, 31494, 20334, 16050, 2568, 44733, 15977, 7823, 12689, 36146, 3085, 52067, 16758, 19881, 22845, 91, 32482, 9410, 30434, 13710, 7906, 21054, 40196, 39002, 59038, 38479, 64742, 176, 45667, 47887, 41817, 39222, 50788, 30311, 15374, 37640, 46872, 27593, 33757, 21963, 39002, 21963, 36236, 22023, 29916, 43337, 25213, 5186, 8543, 56130, 5525, 40020, 1094, 54079, 7164, 58704, 22053, 31727, 21963, 64757, 22990]",64,1.34375,False,True,8
pin and Lawson in the Blue Mountains west,"[15554, 273, 53820, 272, 248, 5721, 23418, 9158]", of Sydney.,"[275, 13684, 25]",0.416015625,base,,[],0,0.416015625,True,True,8
"'s orders, had hurried to","[18, 94, 6680, 204, 23, 618, 28388, 271]", the waterfront accompanied by,"[248, 39024, 13998, 431]",4.53125,gcg, robotic,"[34319, 49792, 15932, 31914, 48613, 37423, 35512, 46710, 4557, 39284, 40020, 50810, 19290, 23540, 45469, 18829, 6099, 34055, 37287, 3384, 43220, 4093, 48349, 15451, 40274, 51854, 23129, 34089, 45194, 25372, 32648, 10289, 57392, 34796, 996, 323, 60130, 40503, 15539, 64289, 21586, 56033, 3183, 25237, 18910, 34796, 26719, 56547, 51459, 262, 63766, 51329, 94, 12269, 64315, 38988, 57745, 22807, 43028, 6714, 24420, 38255, 59021, 63640]",64,0.609375,False,False,8
 Central Committee was 173. Immediately,"[6253, 6628, 398, 204, 21171, 204, 25, 40326]", after the 8,"[852, 248, 204, 35]",1.8515625,greedy,808,[31279],1,1.3671875,False,True,8
" 106, which, while he was still living, was named","[204, 13601, 204, 23, 585, 204, 23, 1093, 332, 398, 1102, 2633, 204, 23, 398, 5200]", seabor,"[385, 2181]",10.5,greedy, English,"[3536, 62080, 18392]",3,0.953125,False,True,16
", McVeagh, Bagnall and Macky. He","[204, 23, 2925, 16139, 23204, 204, 23, 341, 2112, 436, 273, 20857, 100, 204, 25, 707]", quickly developed,"[2976, 4027]",5.78125,gcg,London,"[24778, 20156, 32890, 44558, 32059, 465, 63249, 16798, 27714, 28840, 19808, 22689, 58947, 55086, 44311, 51324]",16,1.5703125,False,True,16
phalograph ( EEG ) or electrocorticograph ( E,"[24581, 2111, 204, 19, 399, 28568, 204, 20, 379, 13823, 78, 34735, 2111, 204, 19, 399]",CoG ,"[5775, 50, 204]",0.017333984375,base,,[],0,0.017333984375,True,True,16
 the season on 29 April 2007 in a 4 – ,"[248, 2120, 313, 204, 2237, 3242, 204, 853, 34, 272, 241, 204, 31, 204, 600, 204]",2 win over,"[29, 1596, 648]",1.28125,greedy,Double,[20055],1,0.84765625,False,True,16
" a Parisian friend allowed his cats to eat from the table, became enam","[241, 6671, 715, 1397, 4217, 545, 11204, 271, 3781, 427, 248, 2409, 204, 23, 3569, 63360]",ored of cats in,"[2033, 275, 11204, 272]",2.34375,gcg, Sands,"[48859, 18413, 40573, 38728, 43843, 424, 41023, 22940, 57365, 2488, 33812, 3891, 30701, 8963, 4390, 47509, 19704, 15243, 20969, 2564, 4131, 20623, 24164, 24299, 31316, 60281, 42827, 56992, 56018, 31510, 29402, 60924]",32,0.5234375,False,True,16
 the film would flop at the box office because it was up against several summer blockbuster,"[248, 2675, 631, 51840, 388, 248, 2886, 2805, 875, 334, 398, 510, 1542, 1988, 3550, 50262]"," films, like","[7593, 204, 23, 606]",3.546875,gcg, Kettle,"[64125, 6234, 41457, 14421, 32855, 21402, 45454, 58910, 26378, 42702, 8586, 54532, 21604, 26378, 4658, 78, 13913, 41123, 606, 40858, 51010, 32294, 35250, 60220, 34182, 40889, 25738, 45199, 32433, 21, 26875, 49963, 12383, 52342, 3470, 12413, 33785, 34658, 23729, 15203, 5696, 23638, 1774, 39874, 12026, 42236, 5218, 59614, 29013, 46693, 50621, 2784, 62464, 17495, 36519, 30101, 24879, 14549, 36541, 30101, 42074, 41817, 58223, 1105]",64,1.296875,False,True,16
