question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 low budget for the,"[1958, 4342, 312, 248]", pilot and,"[11558, 273]",4.8125,gcg, Characters,"[45927, 24773, 48713, 465, 38863, 18171, 52884, 414, 46434, 43483, 29859, 15907, 63300, 6, 60943, 46979, 53175, 51037, 61961, 2291, 30476, 54445, 4923, 39241, 62589, 29233, 26, 43898, 11401, 54039, 25603, 41786, 38007, 19653, 28089, 12293, 43628, 51898, 21, 7931, 35582, 63836, 17807, 57065, 18016, 46745, 33873, 9853, 41625, 24196, 52314, 45495, 20155, 48981, 64079, 63335, 19393, 48784, 15232, 31002, 33240, 3104, 28669, 22127]",64,0.88671875,False,True,4
" conception, proposed","[25403, 204, 23, 7100]", that the,"[325, 248]",2.5625,greedy,uncan,[22945],1,1.390625,False,True,4
" south, then","[6520, 204, 23, 832]", crosses under,"[32954, 813]",6.8125,gcg,YLE,"[51368, 25062, 14502, 16279, 46073, 53066, 34117, 24306, 46038, 3320, 57101, 57897, 45357, 62130, 19397, 2885, 52980, 24218, 5600, 32312, 32317, 6099, 50315, 20321, 25344, 25492, 2958, 29095, 45469, 24240, 15134, 18164, 877, 40542, 58910, 117, 26544, 832, 49372, 64915, 10721, 13785, 58622, 51889, 28048, 57115, 33048, 26800, 13993, 51257, 10488, 25179, 14447, 52254, 1256, 57771, 59587, 23113, 17425, 49198, 57134, 997, 58910, 15984]",64,0.408203125,False,True,4
 from his Warbler,"[427, 545, 3710, 17124]", brothers and,"[11792, 273]",4.625,gcg, thee,"[29410, 54396, 48605, 22344, 53, 1911, 36637, 44761, 20858, 27533, 50474, 19337, 53630, 14575, 34329, 33260, 63423, 62087, 30351, 40562, 11042, 20606, 28106, 1517, 64033, 52918, 6360, 26209, 20149, 1487, 106, 35338, 13296, 64344, 11435, 52085, 46292, 47263, 33526, 60145, 64973, 23350, 42724, 27678, 8204, 23188, 20659, 17842, 57995, 49040, 32973, 18033, 20604, 7035, 13952, 47619, 8989, 8350, 243, 1402, 18593, 14787, 44983, 19856]",64,0.9921875,False,True,4
@-@ lista,"[43, 24, 43, 32552]",", and","[204, 23, 273]",4.9375,gcg,bells,"[48220, 32362, 11591, 41694, 44039, 57362, 94, 5919, 15103, 24269, 52250, 57765, 23638, 56943, 36468, 10531, 1278, 42756, 33160, 59165, 1128, 17810, 51585, 47580, 62669, 55747, 32236, 59074, 36327, 42806, 50223, 49234, 11743, 36457, 33411, 33324, 2035, 13795, 41075, 35268, 13019, 35939, 21339, 39320, 249, 56127, 273, 52467, 1063, 53609, 15490, 28854, 273, 6546, 15569, 63569, 3966, 32123, 43219, 278, 27101, 14954, 431, 28915]",64,2.3125,False,False,4
 the sum of card,"[248, 8370, 275, 2315]", values in b,"[4184, 272, 262]",5.125,gcg, haul,"[27185, 27874, 33397, 53855, 26388, 2626, 8464, 5769, 61581, 49119, 1989, 35487, 37939, 2297, 11304, 276, 6944, 37618, 6427, 62915, 56701, 15904, 39560, 5459, 39323, 10111, 47063, 13299, 53258, 38682, 55020, 11786, 9312, 11052, 6982, 28296, 29947, 27049, 5688, 18215, 60587, 39115, 37272, 15385, 33670, 3183, 975, 19855, 9806, 39095, 30419, 51815, 14598, 62763, 38627, 58557, 16464, 16556, 2723, 35174, 41711, 12034, 1877, 18534]",64,1.8203125,False,False,4
 Tony Award @,"[12701, 7527, 204, 43]",-@ winning,"[24, 43, 6336]",7.96875,gcg, Abr,"[27249, 16659, 26105, 38962, 6733, 47915, 47631, 8897, 61273, 21894, 58784, 55587, 35651, 58049, 41050, 15460, 23352, 21323, 254, 34968, 45233, 10897, 785, 27374, 20810, 316, 13566, 17604, 18895, 32234, 2014, 45294, 29065, 42246, 4694, 50595, 62807, 61345, 37594, 46900, 9290, 47358, 26972, 448, 33134, 6002, 10308, 45253, 23541, 59218, 57396, 1102, 49707, 1093, 29744, 36338, 56744, 57436, 14227, 18305, 9722, 48644, 98, 5269]",64,1.6171875,False,False,4
", and Anastas","[23, 273, 59285, 277]",ie arrives too,"[396, 19577, 892]",5.21875,gcg,vermectin,"[34984, 47364, 32536, 50490, 51929, 33736, 10234, 55665, 33940, 13968, 43877, 31338, 20281, 25809, 44977, 14304, 29623, 28060, 15419, 1553, 29838, 33740, 60069, 37470, 42500, 28691, 37163, 7623, 6545, 21670, 22095, 20082, 64073, 46254, 21717, 16384, 63016, 26961, 44359, 21367, 61001, 29478, 9377, 36127, 244, 47294, 56471, 55660, 46742, 48075, 1212, 23122, 12763, 62723, 19577, 892, 62723, 38542, 61859, 10147, 23636, 38054, 63455, 19577]",64,0.333984375,False,True,4
 by a lust for,"[431, 241, 21917, 312]"," power, not","[1484, 204, 23, 416]",3.515625,gcg,arset,"[44319, 39927, 37855, 14, 43140, 6474, 60441, 32809, 24879, 16902, 3088, 39373, 59940, 32231, 37516, 26070, 27061, 22008, 33769, 204, 2937, 13184, 18071, 53547, 48169, 75, 35991, 29968, 26593, 13076, 49688, 6933, 12817, 63698, 33956, 11898, 60974, 45682, 51942, 55162, 2832, 5792, 13732, 642, 42098, 37748, 245, 18, 15, 57531, 28098, 22647, 17912, 44942, 383, 58077, 20831, 1528, 8480, 26516, 26102, 1877, 10825, 25734]",64,1.234375,False,False,4
 icons. Political,"[20061, 204, 25, 19047]", commentator Andrew Sullivan dubbed,"[55107, 9484, 25808, 31928]",4.84375,gcg, exponent,"[32175, 55067, 42906, 28051, 4420, 48192, 25599, 37229, 16929, 26205, 7814, 46203, 60700, 23283, 56509, 3401, 321, 56341, 38223, 45971, 35233, 32039, 49496, 41453, 49827, 30679, 33321, 32567, 59733, 53430, 9702, 2928, 2087, 64708, 44424, 2596, 61481, 56643, 18212, 29644, 46009, 17180, 255, 49971, 31027, 54197, 33394, 7163, 12941, 59263, 12739, 60216, 34027, 37414, 22774, 51369, 10865, 35943, 25303, 5528, 1476, 513, 27603, 38783]",64,2.421875,False,False,4
", the Croatian","[204, 23, 248, 64191]", parliament ratified the,"[18947, 5014, 1598, 248]",2.296875,gcg,dra,"[18536, 10775, 27979, 19, 36622, 56379, 465, 15992, 55443, 39096, 35901, 40152, 9599, 55303, 12975, 63378, 14122, 21884, 24743, 58779, 27823, 50497, 102, 15739, 465, 17010, 1468, 25759, 526, 41475, 40957, 51782, 15494, 4302, 37279, 58477, 62712, 4917, 4953, 2833, 64476, 48444, 9397, 8753, 40303, 34549, 38294, 54397, 4917, 1061, 33808, 29636, 1341, 1702, 17121, 11255, 23122, 6399, 4687, 59846, 8112, 29020, 30874, 42640]",64,0.296875,False,True,4
 and amphibians survive,"[273, 56582, 3112, 10403]", from one year to,"[427, 532, 649, 271]",2.578125,gcg, Founding,"[60664, 45005, 43938, 35714, 12740, 38058, 21155, 45439, 19606, 3373, 3734, 64947, 15211, 56938, 9797, 7294, 4442, 43416, 57316, 60224, 61265, 60094, 21997, 37274, 852, 33170, 54369, 27970, 39373, 28606, 7111, 8481, 44435, 55976, 61526, 40069, 24972, 1870, 35699, 17213, 15825, 36425, 59926, 50324, 39575, 13245, 62854, 63153, 56540, 23278, 4100, 42571, 26908, 31739, 23845, 52771, 23951, 41682, 57927, 43110, 96, 294, 17271, 27547]",64,1.6171875,False,False,4
 Cedrón played a Paraguayan,"[46480, 8257, 123, 89, 3983, 241, 63384, 23573]", brother of,"[4612, 275]",5.4375,gcg, Sr,"[22947, 28916, 64479, 46480, 49379, 55213, 47356, 24555, 48694, 44967, 13757, 29870, 50458, 1078, 24486, 48054, 49107, 15275, 22499, 46590, 11971, 61613, 60998, 54350, 28055, 8152, 55516, 31877, 24763, 60583, 28143, 11792, 14225, 38531, 56818, 21741, 26135, 57625, 24465, 22127, 5497, 1028, 44456, 2179, 8571, 7321, 3509, 40434, 43057, 27934, 49030, 54656, 27824, 15610, 62224, 2836, 7863, 33904, 17014, 33179, 42157, 38342, 20149, 36762]",64,0.796875,False,True,8
", with a maximum concentration of ","[204, 23, 335, 241, 5899, 10533, 275, 204]",150 micro,"[4737, 4468]",4.78125,gcg, Lak,"[32983, 41878, 58914, 60174, 41089, 45182, 19005, 7269, 150, 8633, 21814, 58525, 59800, 15249, 60359, 34786, 10999, 24037, 51354, 54741, 2594, 5792, 63344, 38999, 61292, 16724, 4950, 26575, 49287, 1012, 134, 12288, 28586, 38359, 15884, 59494, 61413, 50230, 5414, 15272, 63246, 18688, 43466, 28, 55093, 58080, 58982, 59241, 38199, 54913, 31149, 2943, 22605, 2180, 38808, 9110, 19791, 42940, 18692, 47080, 1725, 8232, 20175, 59110]",64,1.046875,False,True,8
" September 1956, was cancelled","[3278, 204, 5021, 33, 204, 23, 398, 20843]", owing to,"[29637, 271]",3.453125,gcg, affirmative,"[51116, 63999, 39795, 3375, 40415, 49792, 36124, 495, 1818, 11236, 21627, 9047, 40589, 12219, 22729, 13173, 26504, 56102, 27464, 43615, 41760, 21268, 43764, 22749, 41981, 38061, 37328, 15365, 38061, 40156, 7909, 13173, 55161, 58027, 48502, 48739, 1263, 38935, 2594, 10750, 2933, 45031, 10826, 14142, 9193, 2078, 21419, 12208, 35185, 27518, 354, 32773, 33042, 7726, 171, 15292, 2918, 458, 47636, 43331, 48497, 56330, 32781, 29989]",64,0.10009765625,False,True,8
 and image. Gag cartoons first,"[273, 3203, 204, 25, 401, 353, 38432, 772]", began to,"[3465, 271]",4.5625,gcg, synd,"[10723, 3837, 2682, 9616, 19487, 32481, 47496, 36265, 33375, 45736, 40720, 63961, 61381, 60749, 58863, 7070, 46967, 34183, 32256, 10513, 14961, 49631, 8697, 32530, 7930, 38402, 30776, 29889, 1686, 8489, 49177, 29568, 59756, 52649, 13, 54196, 36218, 17902, 2864, 34228, 16096, 7863, 46219, 11024, 37007, 57343, 29889, 19250, 11608, 59024, 49406, 25782, 64888, 6376, 6170, 44831, 51695, 11916, 51183, 90, 545, 193, 34378, 6668]",64,0.953125,False,True,8
