question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 village of Pari,"[7997, 275, 337, 2150]", in Sk,"[272, 4200]",6.125,gcg,00,"[527, 63009, 53419, 57017, 62134, 9245, 34067, 48712, 16137, 5545, 2197, 35124, 5691, 406, 43588, 56024, 394, 33434, 64308, 42344, 4762, 16611, 27222, 3413, 26735, 52656, 39952, 26235, 15165, 37177, 51042, 31420, 29083, 51539, 63569, 768, 53419, 37637, 18801, 2244, 4200, 86, 13507, 19329, 16669, 13278, 40308, 21531, 30703, 28765, 34356, 3083, 62633, 3233, 32919, 28220, 42935, 25, 56308, 59566, 845, 12162, 1111, 24799]",64,2.3125,False,False,4
" event, receiving","[1769, 204, 23, 7537]", the silver,"[248, 7635]",4.53125,gcg, athletes,"[12634, 6686, 7885, 46171, 48373, 42013, 1198, 32031, 62589, 951, 42694, 21598, 37324, 32925, 3183, 33754, 37560, 35195, 45535, 27775, 20099, 20591, 33104, 11362, 31454, 37462, 61433, 62109, 61357, 59308, 17169, 6507, 14224, 26249, 57124, 38333, 35606, 25804, 47223, 28406, 34943, 936, 5742, 63050, 21819, 10542, 59546, 34525, 32432, 16137, 6853, 56564, 38427, 18270, 6748, 572, 46123, 36917, 12430, 5051, 21088, 3804, 1859, 25082]",64,1.078125,False,True,4
", but while","[204, 23, 480, 1093]", his analysis,"[545, 3549]",6.8125,gcg,Retail,"[39035, 25810, 6304, 37997, 64021, 31597, 50378, 48, 62024, 1190, 41591, 749, 49175, 357, 58642, 43129, 62271, 56060, 19979, 23345, 20428, 44943, 61958, 42837, 48124, 4512, 54001, 14494, 6628, 38635, 50759, 45077, 9676, 435, 29180, 53558, 1851, 48767, 47074, 61760, 44123, 22568, 35886, 55422, 3582, 27080, 6669, 22756, 58583, 19517, 14886, 4935, 4131, 43198, 36590, 40400, 61021, 29408, 45184, 28071, 7871, 40657, 50760, 23193]",64,1.7421875,False,True,4
", 2003","[23, 204, 853, 30]", ),"[204, 20]",3.359375,greedy,.!,[24142],1,1.5078125,False,True,4
", planning and","[204, 23, 4042, 273]"," zoning,","[40093, 204, 23]",2.25,greedy, Traffic,[23109],1,0.1484375,False,True,4
 – were merged,"[204, 600, 646, 30245]",. According,"[204, 25, 6480]",5.5,gcg, palm,"[14778, 47263, 4388, 46283, 57429, 20327, 13138, 23485, 25133, 25204, 10413, 26637, 49770, 57633, 59255, 41812, 40092, 44631, 45273, 34651, 64955, 64143, 18997, 14823, 40880, 47442, 40992, 40290, 20650, 21986, 18897, 62261, 5908, 31923, 6399, 38567, 17890, 27274, 41564, 27843, 54918, 47057, 45484, 19273, 34869, 63841, 63582, 47317, 22304, 45412, 22997, 8424, 520, 49706, 37490, 18592, 57092, 50257, 46649, 21290, 43153, 26005, 465, 1038]",64,2.28125,False,False,4
" Edward Coke,","[13865, 44906, 204, 23]", who is considered,"[569, 304, 3558]",3.109375,gcg, couldnt,"[64839, 61516, 60472, 56182, 60568, 46878, 31473, 28575, 34104, 8930, 30691, 204, 13438, 47081, 2541, 47487, 18888, 32582, 8390, 30683, 49735, 60383, 8888, 13980, 42803, 31085, 1361, 1964, 54829, 41917, 51018, 18992, 15169, 48111, 2276, 42226, 22090, 46038, 49835, 41824, 9629, 20940, 51201, 23297, 9182, 54163, 39581, 37471, 56076, 62165, 13, 58953, 3611, 15330, 26868, 15480, 25803, 29270, 31292, 16078, 3566, 390, 9591, 59829]",64,1.109375,False,True,4
1030 –,"[12615, 27, 204, 600]", 1032,"[204, 12615, 29]",2.578125,greedy,]).,[29701],1,1.0234375,False,True,4
", told fellow","[204, 23, 2276, 8118]", baseball author Marty App,"[11486, 2402, 39516, 1810]",5.75,gcg, Ott,"[18205, 12829, 50145, 37676, 20070, 16257, 15418, 30955, 15802, 59422, 52649, 8855, 25147, 37635, 13958, 16257, 22193, 15712, 41573, 14578, 19079, 47258, 39528, 28537, 61005, 6057, 1770, 25299, 51758, 4102, 6819, 20946, 7408, 25828, 52606, 7627, 16663, 17268, 32169, 5877, 10397, 33600, 50566, 20180, 37977, 63342, 60280, 29213, 43382, 4721, 44370, 14529, 55026, 48327, 42200, 54603, 5706, 8530, 35412, 19735, 317, 7094, 50867, 21696]",64,2.0625,False,False,4
 Previous EU titles will,"[22804, 6972, 9997, 451]", be reprinted under,"[314, 292, 40521, 813]",3.78125,gcg, CRC,"[56092, 12402, 34623, 21705, 57505, 14028, 48226, 4468, 13014, 44276, 48783, 25864, 40007, 38002, 40326, 16661, 57720, 7130, 35217, 56707, 21157, 232, 42747, 11, 12247, 24206, 24, 15100, 43856, 51796, 21188, 53828, 50697, 7058, 31066, 21533, 22080, 15293, 123, 14290, 90, 14545, 33042, 9794, 5317, 10760, 22920, 50199, 56759, 37725, 18832, 23226, 18876, 30767, 22889, 6992, 644, 23532, 61617, 43990, 30532, 38817, 49792, 32103]",64,0.5859375,False,True,4
