question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 DC band members ,"[8366, 4129, 2094, 204]",". 
","[25, 4610]",6.1875,gcg, Não,"[40375, 931, 19609, 16593, 16156, 52271, 47827, 26257, 50558, 36656, 27091, 48842, 51155, 64581, 54695, 59350, 59247, 31221, 41207, 60002, 40688, 32272, 33424, 13356, 27358, 10916, 54748, 50374, 12748, 15654, 19577, 58427, 36851, 9723, 53602, 13593, 42786, 37325, 38253, 15112, 18299, 50571, 58545, 13, 25808, 46650, 52300, 59121, 1854, 46827, 55633, 5684, 4610, 18876, 36985, 6897, 38771, 8053, 3590, 60351, 39675, 48924, 4610, 31466]",64,0.73046875,False,True,4
 its coastal culture in,"[701, 19676, 3922, 272]", the face,"[248, 1936]",3.0,greedy, stares,[53042],1,0.150390625,False,True,4
 little like writing about,"[1278, 606, 2607, 544]", the Beatles,"[248, 31948]",3.6875,greedy, Beatles,[31948],1,1.375,False,True,4
""" Islamophobia ","[13, 12018, 38763, 204]",. ,"[25, 204]",3.6875,gcg,CRE,"[25971, 14896, 56536, 11927, 49230, 16517, 40674, 36829, 7157, 39855, 14858, 15847, 39775, 51109, 52156, 44239, 17008, 49167, 64909, 42942, 8237, 12483, 25704, 34268, 51407, 21202, 465, 9770, 8343, 26385, 46708, 34512, 36295, 633, 26279, 33366, 56914, 38143, 20460, 25540, 63001, 52761, 1141, 13399, 39941, 29403, 60104, 1132, 24261, 57963, 27137, 39758, 59253, 13563, 22177, 44797, 30394, 19551, 41696, 57354, 35232, 36882, 57678, 43627]",64,0.043212890625,False,True,4
""" a strong recommendation","[13, 241, 2127, 14477]", to government that,"[271, 2183, 325]",4.0625,gcg,regn,"[22291, 204, 7046, 29507, 20226, 27157, 47023, 55851, 28983, 12426, 21027, 20142, 63084, 38771, 31700, 329, 17354, 24586, 45156, 17773, 37457, 48792, 3922, 2575, 32592, 30576, 41126, 21630, 37703, 21652, 39122, 52392, 59678, 44546, 30703, 13028, 21078, 20487, 32183, 48454, 3952, 44706, 277, 53582, 20405, 29258, 23447, 5086, 51958, 36483, 21007, 60026, 28291, 25335, 11518, 44545, 37749, 19551, 5252, 20510, 58981, 25303, 20674, 21907]",64,1.3125,False,False,4
 talked about it ,"[8242, 544, 334, 204]",", but I","[23, 480, 295]",2.71875,gcg, Show,"[6243, 11486, 964, 27636, 52242, 4379, 58083, 21288, 8632, 45644, 39908, 35206, 22358, 15271, 16107, 2574, 13336, 24436, 21864, 57268, 46980, 29123, 63930, 53898, 31578, 27174, 40687, 45403, 11218, 707, 21870, 36887, 51347, 10596, 30427, 2249, 176, 9343, 42123, 50502, 33754, 55543, 28462, 5897, 52966, 54291, 39492, 39373, 30311, 63324, 40487, 29238, 41015, 2113, 31044, 21497, 31717, 37, 22233, 48098, 42447, 5071, 18253, 17235]",64,0.17578125,False,True,4
 for the launch of,"[312, 248, 5522, 275]", the final book,"[248, 2297, 1204]",4.03125,gcg, fuck,"[5009, 53584, 41618, 27751, 4362, 2109, 29264, 10106, 11556, 37425, 45172, 1453, 60389, 25850, 2324, 45323, 13053, 57341, 32515, 44963, 42, 6062, 54333, 54723, 36825, 5227, 9264, 63023, 16628, 59115, 45175, 15751, 39550, 4972, 53693, 28521, 27074, 6065, 19964, 37274, 36270, 15853, 7134, 32923, 44445, 10828, 7048, 15609, 62310, 31445, 41618, 44699, 61474, 48297, 61417, 37777, 57626, 21539, 35724, 12112, 48373, 8419, 9963, 59135]",64,0.150390625,False,True,4
 orchestra sections were done,"[33887, 9866, 646, 1782]",", Ahmad","[204, 23, 38321]",7.65625,gcg, Hast,"[39837, 63147, 5370, 49029, 6128, 22051, 32602, 17614, 30993, 8905, 63161, 18371, 5540, 58952, 38947, 52429, 36455, 27734, 34175, 45772, 62522, 52677, 7769, 35387, 17280, 57495, 23796, 33879, 13935, 40353, 25641, 34265, 36618, 51146, 58549, 45908, 63346, 3626, 64403, 57326, 63777, 41021, 8611, 59120, 7262, 60068, 55820, 8407, 26827, 44130, 50013, 18253, 3523, 38321, 45908, 5768, 24419, 951, 23469, 23, 27734, 290, 8407, 31916]",64,1.4453125,False,False,4
@ on collision between,"[43, 313, 21356, 1192]", two tramcars ,"[847, 18968, 50635, 204]",4.21875,gcg,)),"[2359, 55407, 381, 192, 25261, 27993, 24267, 53203, 33229, 42137, 8033, 34917, 26154, 27971, 847, 1537, 20856, 39634, 49581, 59077, 1156, 23538, 51445, 23699, 62926, 41711, 40731, 52964, 42214, 62396, 45035, 16471, 6187, 8466, 48380, 54630, 52628, 33141, 28433, 16522, 64251, 38706, 7359, 15627, 60869, 48409, 31195, 24460, 6472, 22909, 24796, 36310, 46924, 1465, 23711, 31857, 44182, 10113, 60650, 57513, 21356, 1346, 46674, 18968]",64,0.640625,False,True,4
 where the lessons of,"[881, 248, 8767, 275]", religion and education are,"[8271, 273, 3065, 362]",4.0625,gcg, Cah,"[59523, 31130, 43030, 24822, 28414, 56389, 396, 14062, 40699, 27089, 54386, 4487, 14373, 54067, 7373, 25527, 49804, 1410, 31879, 44220, 7792, 55479, 55834, 30349, 60887, 64858, 19272, 480, 12534, 29013, 21157, 27301, 63253, 6851, 6365, 46382, 62879, 1137, 41458, 11069, 46242, 55658, 36730, 44032, 60761, 27301, 52151, 12286, 24065, 41056, 2983, 2044, 41977, 44419, 7869, 102, 259, 48539, 29315, 27973, 1514, 64511, 7529, 7164]",64,0.73046875,False,True,4
