question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
", after a town","[23, 852, 241, 3371]", neighboring Florence,"[27506, 26115]",10.5625,gcg, Murder,"[39686, 29771, 46211, 48204, 2701, 21691, 17762, 27327, 40518, 20889, 11311, 93, 2316, 58051, 22223, 27506, 8095, 32101, 26517, 52679, 26704, 45023, 21266, 45694, 1946, 34138, 53951, 53318, 33112, 12633, 59114, 58616, 17134, 53690, 45374, 56451, 21548, 26534, 4741, 18984, 18345, 56309, 11690, 20442, 25156, 28295, 23518, 60704, 5524, 34164, 102, 16572, 61765, 877, 40706, 41715, 17220, 22706, 27833, 36125, 22837, 42456, 48325, 22029]",64,0.99609375,False,True,4
 undeniably Palladian in,"[60995, 42350, 6666, 272]", concept and,"[3722, 273]",3.28125,gcg, VOL,"[57109, 28221, 45818, 59074, 958, 10043, 16913, 39929, 5528, 31089, 600, 44724, 90, 3184, 21856, 277, 12341, 44000, 13103, 42759, 32828, 53624, 38238, 43617, 14106, 34316, 9809, 12679, 30623, 13561, 40804, 26058, 8031, 29455, 886, 599, 53958, 6192, 54549, 15861, 14973, 29923, 2577, 53011, 21002, 51340, 36358, 40832, 47739, 32271, 30311, 563, 5453, 5689, 48660, 44386, 60494, 26553, 7935, 8962, 166, 61480, 773, 2035]",64,1.4375,False,False,4
 game adjusts how it,"[1404, 53188, 672, 334]", reacts to,"[46126, 271]",2.703125,greedy, sensitivity,[15135],1,1.1875,False,True,4
", Pippen was","[23, 337, 57586, 398]", inducted into,"[59605, 679]",3.0625,gcg, Aviation,"[28537, 791, 55257, 17528, 57246, 60684, 7253, 26933, 35347, 33625, 12090, 55184, 28327, 25173, 14019, 56626, 5956, 54767, 52082, 36790, 55514, 43474, 18145, 56679, 26246, 40603, 37887, 61296, 57036, 37249, 3460, 13317, 39559, 21029, 22396, 56430, 36887, 46459, 64530, 62823, 5746, 391, 1102, 14777, 28768, 19575, 54359, 22375, 30818, 25246, 1840, 22482, 2557, 150, 15096, 63628, 31500, 9903, 33603, 15999, 1261, 17369, 5320, 10945]",64,0.23046875,False,True,4
 that Anne was a,"[325, 13251, 398, 241]"," witch ""","[21706, 204, 13]",4.25,gcg, Documents,"[30499, 11805, 26313, 45598, 40730, 56201, 18600, 19237, 909, 9332, 50136, 56286, 56806, 64429, 35381, 45144, 59024, 12684, 29283, 22323, 42736, 36073, 27166, 22466, 7920, 37464, 35071, 11906, 15659, 53446, 48740, 5569, 15345, 51216, 53025, 52307, 55255, 47847, 34085, 30673, 31551, 15455, 31190, 46387, 40610, 42404, 45204, 3359, 21329, 12306, 24508, 37666, 48682, 22876, 24248, 31407, 40692, 11608, 56267, 42356, 1788, 54523, 63993, 4199]",64,0.61328125,False,True,4
I.D.,"[52, 25, 47, 25]", 21 ,"[204, 1868, 204]",4.34375,gcg, sorte,"[30347, 52252, 2705, 31731, 6409, 44868, 35347, 16464, 21343, 38686, 59957, 10986, 13098, 9372, 45641, 10159, 36209, 22756, 11523, 42528, 25645, 34484, 53756, 12203, 8948, 16298, 34550, 18587, 33004, 64530, 8000, 15423, 2233, 64123, 26287, 18478, 16804, 47671, 29208, 42176, 19093, 2042, 89, 22736, 40949, 288, 33960, 29436, 9586, 25002, 7273, 43917, 7012, 30679, 26910, 35423, 12859, 28979, 55659, 7022, 27119, 2629, 63991, 51651]",64,2.296875,False,False,4
-@ level institution,"[24, 43, 1445, 10459]", being the University,"[1003, 248, 2000]",4.71875,gcg, apre,"[29166, 57661, 7931, 34623, 2056, 49459, 29449, 53474, 23001, 43660, 20724, 17698, 16561, 5105, 46366, 2341, 10610, 28859, 18654, 43694, 26227, 45140, 38692, 32896, 22501, 56743, 80, 2564, 3302, 54495, 5385, 8122, 32542, 64301, 8948, 11254, 63123, 2532, 28123, 19391, 58122, 31650, 43780, 49549, 4411, 296, 15171, 61266, 45063, 35752, 31645, 21775, 29104, 17166, 39493, 28060, 2825, 248, 26648, 19743, 54116, 21506, 41370, 5141]",64,1.9296875,False,False,4
�bler @,"[132, 17124, 204, 43]",-@ Ross,"[24, 43, 12943]",7.3125,gcg,ouss,"[35611, 7185, 42374, 5772, 53214, 21389, 23344, 2577, 48205, 4830, 37065, 14247, 33805, 62661, 9091, 28233, 4444, 20259, 17651, 23114, 17415, 43503, 26209, 53313, 46256, 2040, 29795, 18405, 41370, 22082, 60854, 27097, 34071, 61308, 53072, 5617, 14018, 20311, 57702, 44065, 35719, 63527, 37665, 51206, 43, 24, 59435, 35719, 58694, 38798, 13721, 34916, 10449, 57022, 15685, 15585, 29141, 56199, 52100, 54072, 11870, 51424, 42791, 51939]",64,0.8828125,False,True,4
 again in line ,"[968, 272, 1739, 204]",41 ( ,"[5205, 204, 19, 204]",3.921875,gcg, fee,"[6166, 18372, 13702, 51580, 8723, 37719, 54850, 52295, 19841, 55101, 31902, 41343, 14513, 52287, 59740, 51177, 61001, 39190, 62836, 16977, 24248, 2564, 760, 22839, 14802, 44292, 48588, 22795, 17295, 2045, 31332, 1619, 35367, 44353, 47581, 64810, 64880, 9747, 47774, 62375, 19810, 62367, 49548, 53749, 46627, 23167, 42092, 64274, 6193, 57014, 63280, 49925, 58790, 25963, 38914, 5052, 41084, 45185, 41249, 43165, 10693, 13275, 19321, 5205]",64,1.5546875,False,True,4
 on July 17,"[313, 3313, 204, 1392]",. The move,"[204, 25, 390, 1822]",4.3125,gcg,B,"[45, 51061, 982, 9812, 291, 287, 39382, 37214, 24628, 102, 5809, 55815, 27554, 13053, 37427, 18461, 21313, 521, 30421, 23554, 49782, 56049, 57903, 45723, 9151, 42453, 3068, 38845, 59280, 4692, 51980, 35324, 65014, 63035, 54135, 18174, 62021, 1756, 25871, 15113, 34585, 22908, 533, 41696, 84, 50211, 2232, 15012, 14464, 27401, 19080, 925, 53269, 54492, 36458, 37261, 4548, 52117, 40523, 57625, 15714, 409, 44942, 47656]",64,2.65625,False,False,4
 named in the deed,"[5200, 272, 248, 30688]", of confirmation issued by,"[275, 15355, 7808, 431]",3.671875,gcg,/>,"[2541, 61456, 269, 250, 556, 47511, 12146, 22397, 47681, 64887, 2448, 46770, 15259, 29346, 54944, 8749, 40704, 18408, 61394, 249, 2175, 37195, 62261, 62214, 44043, 18545, 47829, 32245, 2318, 53740, 7541, 63269, 52154, 11805, 56266, 23926, 1145, 3403, 544, 23236, 59616, 21921, 51724, 40577, 28795, 27177, 32375, 3146, 49276, 48603, 52142, 35968, 32587, 35827, 131, 35917, 55176, 54969, 49483, 10625, 26278, 363, 29962, 357]",64,0.88671875,False,False,4
" "" enthralling","[204, 13, 57481, 17322]"," "" as Head","[204, 13, 345, 6689]",4.5,gcg, Better,"[11595, 55088, 1480, 1876, 38802, 21061, 1681, 62723, 9122, 42599, 30050, 58309, 64623, 34901, 49043, 29610, 30381, 4545, 62863, 24004, 30138, 2383, 6689, 345, 6074, 2353, 3427, 41851, 44589, 26288, 53396, 47014, 56383, 25916, 42877, 46344, 50162, 56960, 53357, 9715, 50149, 49317, 11985, 51633, 48158, 22745, 13220, 62938, 12413, 46136, 22709, 41483, 16273, 18720, 44938, 64065, 42792, 585, 40501, 17803, 65016, 63359, 49378, 1964]",64,1.140625,False,True,4
