question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 American artists Little Fe,"[2281, 6517, 8527, 3948]",at and,"[249, 273]",0.765625,greedy,Both,[13191],1,0.0791015625,False,True,4
 Indiana. He,"[14273, 204, 25, 707]", was married,"[398, 6143]",2.84375,gcg,bob,"[60669, 9216, 1294, 59237, 45672, 54334, 39716, 56326, 63614, 23787, 30537, 50055, 25057, 15757, 22473, 50324, 11470, 16671, 44385, 10354, 36295, 39029, 8094, 41740, 59233, 44649, 45893, 335, 9205, 45700, 6143, 9744, 43899, 29782, 31046, 16332, 33582, 32910, 58076, 54164, 16678, 12646, 44349, 16944, 4754, 60838, 7627, 60041, 2357, 9983, 35176, 60468, 17018, 48633, 11231, 29727, 12681, 12539, 13282, 7147, 2778, 47589, 63685, 5636]",64,0.212890625,False,True,4
"wick, however","[10080, 204, 23, 2537]",",","[204, 23]",1.5390625,greedy,onyms,[39540],1,0.5078125,False,True,4
 complex and a community,"[3591, 273, 241, 1986]", hub ,"[9983, 204]",4.84375,gcg, surfing,"[27746, 55492, 43608, 37071, 19562, 27903, 9580, 561, 61, 41057, 50888, 24326, 30340, 58045, 3281, 54945, 6196, 39843, 31539, 38007, 19940, 48791, 33886, 7559, 9563, 12013, 12989, 21286, 82, 19025, 4163, 27025, 6330, 34791, 22756, 25631, 5125, 29199, 40776, 483, 42859, 28298, 14347, 5706, 10332, 38174, 13791, 23419, 51311, 44995, 39277, 43198, 21866, 19560, 61306, 45502, 32369, 31168, 50785, 32498, 32141, 37, 61366, 16131]",64,0.23828125,False,True,4
 it reached number ,"[334, 5283, 1386, 204]",28 on the,"[2086, 313, 248]",2.046875,gcg, deutsche,"[58634, 44270, 21872, 45925, 18856, 2958, 62509, 36966, 39990, 33240, 26374, 29840, 32767, 44467, 7752, 5064, 33322, 55093, 45061, 5974, 314, 13263, 15603, 17548, 39022, 43209, 48305, 55459, 26344, 25467, 28167, 34587, 19744, 48408, 6051, 16992, 6377, 24648, 27091, 5346, 42020, 7282, 18543, 13275, 15254, 15229, 28565, 9917, 494, 59152, 56849, 52896, 35042, 8693, 4494, 41753, 36879, 2512, 60017, 37124, 52298, 4175, 166, 193]",64,0.08984375,False,True,4
 species adapted to the,"[6114, 16911, 271, 248]", slough include,"[1027, 754, 1965]",5.9375,gcg,jj,"[44356, 50355, 33164, 43096, 19403, 48902, 42946, 55045, 58498, 60978, 43690, 21831, 30643, 54299, 43992, 21407, 30392, 52676, 56706, 63744, 54733, 20305, 50981, 52401, 62498, 35903, 29277, 48111, 27485, 34115, 39001, 1621, 364, 15621, 18720, 57927, 12162, 21915, 44994, 53596, 16163, 59792, 45704, 22914, 45463, 19843, 18208, 26922, 15251, 33134, 46437, 22623, 50991, 8664, 13566, 40369, 57042, 30911, 47764, 33742, 10241, 31034, 1751, 4912]",64,1.015625,False,True,4
 The Apollo @,"[390, 32061, 204, 43]",-@ Soy,"[24, 43, 34372]",8.0,gcg, Casino,"[7111, 52315, 48751, 32847, 25579, 60155, 60453, 11801, 45588, 63577, 45993, 64251, 34372, 34327, 18305, 2652, 7920, 31171, 48751, 56138, 7688, 46025, 23296, 41968, 9309, 29793, 27296, 45822, 11488, 633, 34372, 21234, 57208, 50236, 2577, 51977, 15348, 18856, 48978, 25564, 29456, 45618, 27432, 49713, 24792, 52585, 54514, 18219, 37237, 59907, 907, 49389, 16479, 34984, 2674, 28060, 55812, 41, 49946, 38601, 49802, 23344, 36985, 45140]",64,1.3203125,False,True,4
" 65,","[204, 4224, 204, 23]", due to lack,"[2159, 271, 3795]",4.90625,gcg,Dragon,"[50681, 48593, 17566, 50139, 25424, 25704, 34758, 58863, 5469, 43435, 7694, 1831, 38685, 938, 56863, 32426, 29301, 46057, 32418, 24473, 53956, 1986, 11410, 21476, 54870, 3488, 49162, 50166, 64893, 29834, 43173, 14536, 59493, 57363, 59401, 833, 2777, 40689, 1318, 409, 14456, 4338, 10232, 18499, 1420, 20495, 44340, 28786, 51087, 17241, 20843, 37682, 15541, 57172, 11180, 37705, 32475, 55919, 38193, 50543, 52370, 32141, 204, 20843]",64,1.09375,False,True,4
@-@ times,"[43, 24, 43, 1762]", platinum by the Recording,"[29597, 431, 248, 41171]",7.125,gcg, Poker,"[20887, 11140, 20739, 56027, 52368, 52623, 34989, 11890, 46025, 58292, 6881, 3819, 39029, 35449, 1702, 25296, 42869, 62274, 41571, 25436, 41859, 9609, 12873, 39655, 47562, 49307, 31187, 4846, 54182, 31790, 8523, 2571, 22630, 19936, 49761, 53755, 19752, 8513, 31727, 33095, 38783, 254, 28063, 36049, 358, 6197, 33486, 57900, 43544, 49904, 31904, 57709, 29735, 19948, 19557, 286, 26039, 9861, 43427, 25998, 103, 63920, 31891, 44189]",64,0.765625,False,True,4
 upon in various episodes,"[2918, 272, 2458, 12144]",. The backstory,"[204, 25, 390, 59622]",5.3125,gcg,Materials,"[36948, 42679, 13833, 44431, 33678, 23466, 62952, 6580, 16659, 29592, 14310, 32906, 60274, 8075, 32542, 53127, 4639, 15749, 31859, 886, 34116, 48235, 5354, 18171, 21315, 31138, 63407, 37915, 32078, 9697, 21159, 28231, 44217, 13141, 59229, 24518, 682, 8757, 49775, 60584, 8405, 3571, 54199, 28063, 47709, 501, 38922, 59622, 27917, 64892, 51700, 22660, 39677, 59115, 3664, 37668, 48328, 32327, 60028, 35104, 18965, 10183, 23715, 23772]",64,3.0,False,False,4
