question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
 comically revealed to,"[371, 1306, 7436, 271]", be close,"[314, 2469]",4.78125,gcg, regulator,"[30985, 6515, 20621, 8394, 26811, 40396, 13263, 59745, 50509, 37935, 45793, 49359, 48177, 19226, 7480, 22613, 62223, 23879, 46129, 8110, 40509, 9765, 1166, 24816, 59790, 39331, 23999, 3000, 8201, 1433, 49792, 29599, 13761, 57129, 46182, 52559, 63861, 16609, 29691, 23127, 24635, 18116, 13050, 29947, 59267, 9946, 41818, 20716, 49344, 14260, 21056, 62686, 39155, 40099, 34617, 20887, 14418, 23185, 22528, 44827, 4046, 8300, 247, 28919]",64,0.66015625,False,True,4
" the Life ""","[248, 4880, 204, 13]", from Sgt,"[427, 52457]",8.625,gcg, sale,"[3921, 19515, 20686, 33266, 10822, 1241, 276, 34376, 39070, 62875, 44326, 15306, 43215, 33805, 17942, 60379, 53986, 53189, 48833, 10456, 15468, 8062, 42055, 12411, 46978, 56142, 49378, 56605, 27538, 19462, 5228, 55790, 53815, 37088, 29632, 36620, 38693, 17931, 16596, 44249, 23563, 22548, 47299, 46912, 46439, 100, 11773, 26403, 1815, 46912, 1241, 26674, 6527, 16832, 31459, 59968, 21986, 1434, 14976, 50295, 248, 44651, 12426, 52457]",64,2.640625,False,False,4
 man. According,"[546, 204, 25, 6480]", to their,"[271, 525]",2.625,gcg, Detox,"[53007, 42368, 21742, 38349, 61737, 51479, 18144, 50326, 42474, 2158, 28600, 44107, 39162, 54259, 39967, 20246, 20266, 54974, 9511, 64786, 21188, 16916, 23652, 32682, 5561, 8357, 24386, 42381, 33160, 50663, 53751, 18866, 12999, 48813, 16673, 53452, 12635, 7178, 49406, 43466, 30483, 56386, 62168, 57061, 50142, 2372, 2682, 48468, 52092, 8963, 4602, 52665, 17413, 3117, 16135, 43297, 494, 22474, 9631, 30381, 36784, 47997, 12189, 28486]",64,0.05908203125,False,True,4
" Cats "" to","[30449, 204, 13, 271]", be repaired,"[314, 28349]",6.46875,gcg, boot,"[10229, 33423, 30799, 55906, 58065, 11382, 29208, 3955, 456, 20117, 58751, 25552, 26982, 18814, 19990, 30353, 54577, 159, 10588, 36621, 38007, 8251, 49269, 6891, 56126, 54121, 33408, 31303, 37749, 29171, 94, 44517, 20, 36525, 5444, 43555, 12828, 30737, 64704, 28417, 13118, 17686, 15914, 24535, 22114, 62645, 45909, 11294, 34596, 15317, 2794, 4183, 10866, 41346, 55213, 7808, 43179, 34284, 50885, 27123, 8430, 46775, 2572, 33473]",64,3.3125,False,False,4
 would produce the film,"[631, 4634, 248, 2675]",", with","[204, 23, 335]",4.28125,gcg, Guitar,"[31247, 17866, 39854, 40861, 344, 30710, 42214, 16217, 61183, 22967, 24023, 21931, 42221, 10312, 58128, 33819, 1956, 18666, 5674, 34506, 58899, 51221, 16172, 49013, 33707, 12928, 15774, 37247, 44079, 14812, 12803, 22590, 48192, 63320, 58007, 64636, 62880, 24424, 38566, 19017, 28241, 34722, 19592, 47580, 63231, 17258, 58546, 58626, 18495, 40129, 24392, 30132, 40475, 27601, 54177, 52313, 3995, 33655, 3918, 55293, 11719, 40396, 60956, 12120]",64,2.375,False,False,4
 Gottfried Reinhardt,"[28521, 33942, 25227, 34089]", asserts that Kra,"[46365, 325, 22896]",7.46875,gcg,Final,"[17767, 43683, 3935, 47585, 8379, 9697, 29714, 11591, 5505, 41502, 51290, 6307, 43624, 181, 6187, 6254, 39340, 2919, 39266, 1745, 20979, 28862, 33743, 22896, 45093, 61291, 7111, 2436, 21572, 46056, 25041, 59977, 17280, 34807, 38766, 9812, 57373, 17503, 240, 37313, 64379, 22896, 41806, 38928, 41265, 61464, 41350, 42001, 10164, 45042, 28786, 18293, 17890, 48130, 42692, 210, 6136, 41696, 1475, 50603, 13340, 61605, 1060, 29711]",64,1.015625,False,False,4
 November 2014,"[3895, 204, 626, 31]",. Moreover,"[204, 25, 10299]",5.71875,gcg,vers,"[666, 40383, 15525, 14483, 36923, 30702, 29532, 28964, 33174, 21572, 44726, 23449, 23643, 44021, 27046, 53039, 41639, 59244, 48936, 36040, 58138, 44238, 35611, 52534, 28276, 37735, 12244, 42549, 56558, 63697, 28463, 53269, 59669, 5420, 15195, 59097, 37289, 32566, 56117, 241, 59432, 60555, 27231, 11606, 55656, 17164, 24358, 6459, 24092, 29114, 22097, 30452, 34550, 1542, 39318, 5539, 7774, 275, 30792, 5778, 31466, 59349, 11545, 53980]",64,2.609375,False,False,4
 the teaser trailer ,"[248, 47122, 12593, 204]",", he signed","[23, 332, 6604]",6.46875,gcg,opaed,"[53717, 29948, 37090, 34032, 56431, 49763, 31318, 1421, 39605, 302, 38679, 34799, 40800, 14101, 56574, 10099, 54589, 51333, 23347, 59438, 13486, 767, 56783, 47730, 23478, 49705, 44114, 44405, 30603, 10313, 54760, 1079, 13672, 59728, 15755, 51979, 472, 28639, 16447, 224, 47326, 6416, 50065, 37888, 28976, 49899, 36594, 47491, 17944, 11415, 32118, 37952, 44632, 36429, 42577, 46444, 16663, 31584, 22940, 47988, 2652, 359, 18838, 6604]",64,1.8125,False,False,4
 He started an ambitious,"[707, 2075, 267, 20059]", project that generated most,"[1441, 325, 8583, 758]",4.84375,gcg,"
","[193, 50300, 44497, 13, 187, 38396, 325, 55088, 20811, 48034, 11539, 5354, 4969, 10394, 26246, 15575, 49740, 15795, 19782, 951, 57815, 21230, 61077, 22914, 12561, 5959, 28234, 35618, 48995, 60145, 62500, 50017, 12955, 60366, 20476, 18488, 20408, 17629, 50011, 52840, 48920, 9025, 48596, 11995, 21299, 42913, 951, 41629, 9097, 43804, 29227, 31263, 27532, 5809, 41496, 1295, 13833, 39958, 36199, 60354, 59159, 51341, 46248, 59287]",64,2.796875,False,False,4
quan situated just,"[346, 257, 16792, 645]", north of Nanking,"[6775, 275, 409, 26317]",2.984375,gcg, Chop,"[32047, 6916, 6880, 50515, 60446, 29541, 32999, 27079, 35902, 25903, 20229, 23114, 5001, 13462, 513, 64342, 53545, 28502, 62976, 63911, 51917, 55967, 19965, 17120, 14410, 18780, 41850, 21117, 41335, 20212, 9016, 21795, 26396, 36013, 40964, 56347, 21004, 45621, 14718, 49798, 43248, 59842, 9749, 40798, 53056, 13627, 15053, 47063, 26328, 41365, 58230, 20739, 41944, 1956, 15387, 16309, 9216, 42468, 29076, 19948, 44570, 56765, 34997, 49277]",64,1.3828125,False,False,4
