question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",uis,4664,6.272062301635742,greedy,eltemperaturen,"[16068, 24910]",2,0.9349421858787537,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",ement,882,9.420499801635742,gcg,atta,"[14975, 25906, 882, 30660]",4,0.01622132770717144,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",uid,5416,10.131437301635742,gcg,ṃ,"[31019, 9989, 16605, 24671]",4,0.351876825094223,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",iu,5871,10.854093551635742,gcg,gang,"[20676, 5871, 3033, 19742, 9837, 1352]",6,1.5332024097442627,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",ny,1460,11.549406051635742,gcg,Ju,"[5342, 9102, 30040, 1460]",4,0.013486230745911598,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",following,1494,5.336455821990967,greedy,lemma,[10383],1,3.1610424518585205,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",Earth,11563,5.859893321990967,greedy,Système,"[28388, 20932]",2,2.152632236480713,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",b,289,6.199737071990967,greedy,ceremony,[25672],1,3.502912759780884,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",author,4148,6.367705821990967,greedy,usepackage,[9096],1,3.562894344329834,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",L,365,6.473174571990967,greedy,L,"[365, 25593]",2,3.4892232418060303,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",Success,21397,4.853723526000977,greedy,Fail,[29098],1,2.555163621902466,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",People,11647,5.517786026000977,greedy,Nacional,"[8468, 31626, 25719]",3,2.133545160293579,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",I,306,5.795129776000977,greedy,beh,"[2306, 24279, 5482]",3,1.5414586067199707,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",Trust,20692,6.033411026000977,greedy,při,"[28261, 20692]",2,0.844346284866333,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",",",29892,1.973212718963623,greedy,clubs,[17651],1,0.9890279769897461,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",at,472,5.270087718963623,greedy,ocoa,"[22531, 4178, 14109]",3,1.657738447189331,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",S,317,6.070868968963623,greedy,ERS,"[23598, 14185]",2,1.9457356929779053,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",al,394,6.625556468963623,gcg,ali,"[14430, 4645, 12918, 24211]",4,2.302504301071167,False,True,8
