question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",is,275,7.029874801635742,gcg,Josef,"[17374, 26931, 275, 3206]",4,0.002522384049370885,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",ize,675,9.740812301635742,gcg,Româ,"[26332, 17624, 11007, 675]",4,0.01271004043519497,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",iac,13544,10.186124801635742,gcg,Sever,"[14621, 30139, 22069, 15227, 14301, 30102]",6,1.4486151933670044,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",s,29879,11.022062301635742,gcg,Steven,"[24703, 30897, 2007, 10351]",4,0.2885727286338806,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",um,398,11.611906051635742,gcg,num,"[1949, 13260, 17801, 26931, 387, 398]",6,0.0009927588980644941,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",most,1556,5.508330821990967,greedy,poll,[21180],1,3.601459264755249,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",price,8666,5.895049571990967,greedy,Price,[13026],1,2.7804794311523438,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",best,1900,6.211455821990967,greedy,javascript,"[3513, 15917]",2,3.2652039527893066,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",E,382,6.406768321990967,gcg,JVM,"[26919, 24788, 29899, 26441]",4,1.626695156097412,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",second,1473,6.492705821990967,greedy,deuxième,"[18768, 88, 30114]",3,3.6947274208068848,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",Community,19184,5.068567276000977,greedy,<',"[26717, 23834]",2,2.0523579120635986,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",more,901,5.607629776000977,gcg,More,"[20761, 16005, 6902, 25787]",4,1.7291898727416992,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",Health,15202,5.826379776000977,greedy,Hot,"[28917, 4298]",2,1.616318941116333,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",Sh,1383,6.080286026000977,greedy,HL,"[15444, 16396]",2,1.5491265058517456,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",(,313,3.395087718963623,greedy,Liens,"[7318, 16464]",2,0.6943286657333374,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",Al,838,5.426337718963623,greedy,Compat,"[14644, 21200]",2,1.482863426208496,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",for,363,6.160712718963623,gcg,thank,"[6452, 19495, 30547, 6984]",4,0.8315165042877197,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",from,515,6.707587718963623,gcg,principles,"[18671, 28057, 1632, 30562]",4,0.1987336277961731,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",scholar,21344,7.051337718963623,greedy,Smith,"[7075, 7075, 26836]",3,2.613523244857788,False,True,8
Cameron Diaz as Princess Fiona,"[20939, 265, 22866, 29920, 408, 22063, 383, 16017]",?,29973,4.434593200683594,greedy,¿,[18613],1,0.7591809630393982,False,True,8
Cameron Diaz as Princess Fiona,"[20939, 265, 22866, 29920, 408, 22063, 383, 16017]",has,756,5.918968200683594,greedy,many,"[1784, 20706]",2,0.7526311278343201,False,True,8
