question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",ue,434,8.740812301635742,greedy,�,[248],1,1.6156177520751953,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",ate,403,9.998624801635742,gcg,ég,"[2445, 17062, 6805, 5524]",4,0.004671611823141575,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",ium,1974,10.522062301635742,gcg,són,"[19121, 27534, 27511, 26931, 16857, 1974]",6,0.020381657406687737,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",ide,680,11.154874801635742,gcg,ID,"[1367, 29923, 20210, 15618]",4,0.5234352350234985,False,True,8
= French battleship Jaurég,"[353, 5176, 8957, 793, 4034, 435, 6698, 2445]",alis,5711,11.736906051635742,gcg,LinearLayout,"[15575, 17078, 25697, 5711]",4,0.003013832960277796,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",state,2106,5.617705821990967,greedy,setState,[24523],1,3.180087089538574,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]","
",13,6.059112071990967,greedy,            ,[795],1,2.82979154586792,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",US,3148,6.281768321990967,greedy,Bush,[24715],1,2.4882736206054688,False,True,8
"or later ) , according to which the","[470, 2678, 1723, 1919, 5034, 304, 607, 278]",above,2038,6.438018321990967,gcg,=${,"[23339, 27215, 15865, 29195, 17150, 20287]",6,1.4763514995574951,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",The,450,4.193567276000977,greedy,siècle,[8115],1,2.695254325866699,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",G,402,5.240442276000977,greedy,Suppose,"[12142, 10415]",2,1.9862470626831055,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",B,350,5.713098526000977,greedy,–,"[785, 319, 19883]",3,0.6324390172958374,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",Fe,5169,5.912317276000977,greedy,Fe,[5169],1,3.1037073135375977,False,True,8
= Social engagement and charity =,"[353, 10307, 3033, 5049, 322, 1373, 537, 353]",Gener,3251,6.115442276000977,greedy,≫,"[31089, 19206]",2,2.338662624359131,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",',29915,3.973212718963623,greedy,"""'",[13577],1,1.764022707939148,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",),29897,5.762275218963623,greedy,(*,[3070],1,0.9806334972381592,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",/,29914,6.316962718963623,greedy,/{,"[19248, 7313]",2,2.5011651515960693,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",Bro,4358,6.957587718963623,greedy,Cover,"[26428, 18861, 4358]",3,1.4003864526748657,False,True,8
= = Phi Kappa Psi,"[353, 353, 1963, 29875, 476, 8055, 349, 1039]",C,315,7.113837718963623,greedy,emetery,[22875],1,1.6114000082015991,False,True,8
Cameron Diaz as Princess Fiona,"[20939, 265, 22866, 29920, 408, 22063, 383, 16017]",-,448,5.293968200683594,greedy,$-,[15727],1,0.9291877746582031,False,True,8
Cameron Diaz as Princess Fiona,"[20939, 265, 22866, 29920, 408, 22063, 383, 16017]",...,856,6.497093200683594,greedy,Rose,"[14008, 856]",2,0.17138968408107758,False,True,8
