question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", only,736,3.65625,greedy, FULL,"[44884, 62153]",2,1.5703125,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", some,596,4.25,gcg, remember,"[3023, 42162, 27752, 31684, 63830, 1037, 28594, 1733]",8,1.3359375,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", relatively,6976,5.09375,gcg, Famous,"[39964, 6976, 3882, 10128, 29712, 58016, 35931, 50241]",8,1.59375,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", even,830,5.53125,gcg, XO,"[62101, 39574, 44142, 29676, 6866, 34904]",6,1.5078125,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", mediocre,39771,5.84375,gcg,553,"[46062, 54514, 60080, 157, 20688, 35591, 51944, 951, 48387, 64954]",10,0.140625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", heavy,4892,6.28125,gcg, Tier,"[23590, 5083, 18295, 14349, 34429, 10631, 41301, 47801, 37886, 4004]",10,3.40625,False,False,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", great,914,6.4375,gcg,Master,"[16088, 22757, 43969, 1361, 26303, 569]",6,2.171875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", wider,11747,6.65625,gcg,Mit,"[22845, 2502, 35714, 21490]",4,2.234375,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", t,240,6.78125,gcg, Biden,"[10825, 39847, 27578, 24698, 15536, 520]",6,3.25,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", ,204,3.578125,greedy,(%),"[52046, 12820]",2,0.1494140625,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]",.[,6873,5.125,greedy,…],"[5091, 52448, 5091]",3,1.2265625,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", due,2159,5.65625,greedy,VALUE,"[34326, 33822, 53417]",3,1.84375,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", on,313,6.0625,greedy,五,"[16448, 6847, 41132]",3,0.93359375,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]",!,12,6.4375,gcg,"\""","[11719, 33277, 12, 48828]",4,1.15625,False,True,8
