question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", luke,51686,3.65625,greedy, luke,[51686],1,1.8671875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", more,520,4.21875,greedy,"]],","[60513, 62778, 19194]",3,1.5390625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", his,545,5.0625,greedy, declined,"[16530, 32672]",2,1.0390625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", good,822,5.46875,gcg, invis,"[16651, 39146, 49865, 38597]",4,2.0,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", bad,2229,5.8125,greedy, misinformation,"[41550, 30771, 38425]",3,2.40625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", far,1825,6.09375,gcg, wondrous,"[64294, 35628, 21624, 5696, 21553, 4171, 1825, 48454]",8,0.80859375,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", considerable,13321,6.4375,gcg, french,"[28689, 1643, 7166, 25882, 54351, 26579, 43855, 9330]",8,2.4375,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", just,645,6.625,gcg, billion,"[4777, 33599, 5131, 10398]",4,1.90625,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", fairly,7733,6.75,gcg, solely,"[11588, 50075, 56652, 62120]",4,1.5234375,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", and,273,3.3125,greedy,??,"[4247, 13041, 23337]",3,0.9921875,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]",—,791,5.09375,gcg, Planned,"[43893, 791, 14926, 24081]",4,0.1650390625,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", or,379,5.53125,greedy, either,[2335],1,0.83203125,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", from,427,5.96875,greedy,oro,"[8878, 35489, 53662]",3,0.59765625,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", that,325,6.40625,greedy, Members,"[10651, 55733]",2,0.98046875,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", under,813,6.9375,gcg,LL,"[3015, 813, 129, 63140, 43035, 13341, 42130, 64948, 5269, 1863]",10,0.91796875,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", the,248,7.40625,greedy,!»,"[40264, 7947]",2,1.796875,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", according,2938,7.5625,gcg,called,"[11585, 62749, 9702, 63435, 16740, 2537, 10529, 57445]",8,1.640625,False,True,8
