question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", critiques,43539,10.1875,gcg, additionally,"[9850, 46531, 24160, 55660, 59177, 43539, 62860, 17968, 559, 52870]",10,1.8828125,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", Hait,25753,16.375,gcg,686,"[47332, 39728, 47386, 1217, 24247, 25753, 51270, 27916]",8,2.046875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]",effect,10303,18.0,gcg, Received,"[55836, 10303, 4, 14577]",4,0.169921875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]",Subst,60588,19.75,gcg,Started,"[42517, 2725, 35591, 60588, 51367, 46001]",6,1.015625,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]",h,83,14.5,gcg, inconvenience,"[36623, 43482, 13378, 39727, 2578, 83]",6,1.46875,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", cass,26318,17.375,gcg, Gul,"[39634, 26318, 28073, 15417, 4900, 14525]",6,1.46875,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]",��,41181,18.5,gcg,Scope,"[27715, 43136, 52863, 78, 46448, 46977, 61386, 61565, 36201, 50982]",10,13.5,False,False,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]",�,4195,19.625,gcg, Frey,"[50959, 52289, 26014, 61386, 21224, 32649, 29239, 4195]",8,0.546875,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", closed,4899,11.125,gcg, unwavering,"[60750, 42116, 9146, 62885, 2541, 16854]",6,1.96875,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", Luxem,36764,13.125,greedy,"""@","[42812, 36764]",2,2.53125,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", shaded,51456,14.375,greedy, Hispanic,"[28495, 43, 51456]",3,1.609375,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", clutching,57082,15.875,gcg,ѕ,"[33269, 12561, 41022, 9314, 30214, 1132, 62753, 59476, 57015, 465]",10,2.296875,False,False,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]",SF,38382,17.25,gcg,────,"[54621, 60516, 46231, 7827, 32123, 13347, 36115, 29428, 534, 32364]",10,7.53125,False,False,8
