question,question_ids,answer,answer_ids,base_loss,search_method,best_prompt,best_prompt_ids,prompt_length,prompted_loss,base_correct,prompt_correct,question_length
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", slack,35790,10.9375,gcg,Cotton,"[63898, 14880, 37999, 18336, 24601, 35790]",6,0.373046875,False,True,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", realizing,21348,16.375,gcg,Py,"[33169, 37387, 61306, 30576, 6875, 53215, 14666, 312, 47878, 39164]",10,7.5,False,False,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]", incurred,30505,18.0,gcg, Sie,"[4608, 18914, 94, 27251, 58619, 39162, 41762, 8667, 54350, 56547]",10,7.96875,False,False,8
" following his debut album, but received","[1863, 545, 9654, 5026, 204, 23, 480, 3245]",Seq,40787,19.75,gcg,WASHINGTON,"[43494, 25187, 40787, 3026, 27400, 4250, 31986, 5225, 30203, 41751]",10,3.28125,False,False,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]",>>ANSWER<<,5,14.625,gcg, Associated,"[22906, 58952, 59999, 258, 52137, 14214, 75, 9668, 32331, 5039]",10,3.78125,False,False,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", ding,42386,17.375,gcg, fuzz,"[63309, 51756, 48667, 28091, 50971, 44431, 42386, 12329]",8,1.1328125,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", Sachs,44890,18.5,gcg, Kne,"[55863, 21438, 44890, 24634, 35086, 37794]",6,1.09375,False,True,8
 had been killed during the previous six months,"[618, 650, 6109, 1365, 248, 2732, 2972, 2137]", critique,24636,19.75,gcg,beau,"[63365, 24636, 30516, 2983, 48650, 836]",6,0.8671875,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", Ox,11176,11.1875,greedy,[\[,"[27365, 42991, 11176]",3,0.703125,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]", Sympt,29052,13.125,greedy,"""@","[42812, 51145, 47672]",3,2.25,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]",inis,20581,14.375,gcg,{{,"[16135, 62995, 15849, 20581]",4,1.7265625,False,True,8
. The Anglo @-@,"[204, 25, 390, 42991, 204, 43, 24, 43]",öt,21456,15.9375,gcg,{@,"[15849, 21456, 34777, 35535]",4,0.73046875,False,True,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]", function,1935,17.25,gcg, Facts,"[23181, 29742, 6807, 1935, 25953, 27237, 64965, 818]",8,0.78515625,False,True,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]", Trinidad,56104,18.5,gcg,Math,"[25864, 57280, 204, 56104]",4,1.4609375,False,True,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]", shar,16564,19.5,gcg,Neal,"[63412, 41933, 40049, 668, 16564, 690, 48490, 64690]",8,1.7890625,False,True,8
12 st 9 lb ( ,"[928, 324, 204, 36, 20364, 204, 19, 204]",Heart,28685,21.0,gcg, mitochondrial,"[42586, 19894, 28685, 22660, 42317, 61434, 17627, 62116, 1873, 55679]",10,4.375,False,False,8
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",<>();,36302,18.125,gcg,-=-=,"[45309, 5004, 57552, 55610, 35714, 153, 56194, 50376, 34272, 17639]",10,6.125,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]",的�,60380,19.125,gcg, Digest,"[41071, 12978, 34565, 1002, 27147, 8445, 50797, 48518, 64951, 20273]",10,12.9375,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", paw,39665,20.0,gcg,epam,"[47261, 39665, 57591, 11024, 5815, 398, 3228, 204, 53721, 39665]",10,3.984375,False,False,10
" Studios, was released on 9 May ","[19930, 204, 23, 398, 4171, 313, 204, 36, 1896, 204]", misunderstanding,39355,22.0,gcg,ia,"[494, 41384, 30794, 6471, 63072, 4052, 49933, 34658, 51044, 3560]",10,16.5,False,False,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",wy,10898,18.0,gcg,"

      ","[28064, 568, 137, 25233, 14948, 4877, 12920, 41718, 16141, 20761]",10,11.1875,False,False,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]", waived,53235,19.0,gcg,impl,"[19393, 34776, 25339, 37366, 272, 4610, 53235, 48524]",8,0.98828125,False,True,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]", Shea,51123,19.875,gcg,iology,"[10475, 20636, 4, 18, 56486, 29394, 3297, 31702, 23934, 59023]",10,9.9375,False,False,10
" local buses, and from 5 April ","[1783, 21104, 204, 23, 273, 427, 204, 32, 3242, 204]",Bless,34912,25.125,gcg, Immun,"[28366, 8689, 3198, 15738, 916, 45371, 25374, 31386, 50794, 10143]",10,14.1875,False,False,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", Nue,36749,13.4375,greedy, residues,"[38546, 54636, 36749]",3,1.09375,False,True,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]", tendance,56620,15.875,gcg, Seit,"[57492, 31410, 15697, 20498, 46575, 17352, 38901, 31018, 1241, 9804]",10,4.875,False,False,10
", and in 1935 the existence of","[204, 23, 273, 272, 204, 6128, 32, 248, 8508, 275]",bron,40972,18.5,gcg, said,"[746, 51831, 13836, 59282, 60495, 23648]",6,1.578125,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", squeez,20176,11.1875,gcg,em,"[357, 20176, 594, 11999]",4,2.21875,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", Target,13999,15.75,gcg, gardener,"[54969, 13999, 11957, 49419]",4,1.4453125,False,True,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]", nieu,26652,17.375,gcg, Talent,"[28222, 25234, 31919, 44435, 34322, 54021, 42004, 20379, 5085, 2717]",10,8.625,False,False,10
" patch of grass, one of the firemen","[11369, 275, 8344, 204, 23, 532, 275, 248, 2858, 3279]",ourdes,60515,19.0,gcg, Nueva,"[57525, 16829, 55920, 22886, 60825, 38678, 4853, 55905, 27237, 40252]",10,12.3125,False,False,10
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]",�,10032,17.75,gcg, autism,"[26292, 61775, 10032, 8715]",4,1.1796875,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", interrupted,24374,19.5,gcg,és,"[1956, 46029, 58474, 40049, 39562, 62116, 55542, 204, 24374, 19246]",10,0.162109375,False,True,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", ancestry,46524,20.5,gcg, ancestry,"[46524, 47638, 46289, 63998, 55811, 55660, 59902, 16549, 2541, 45116]",10,3.390625,False,False,16
 a part of the National Highway System as a principal arterial for its entire length ,"[241, 622, 275, 248, 2926, 17145, 3153, 345, 241, 9212, 35696, 312, 701, 2429, 4198, 204]", bubbling,58966,21.875,gcg, ,"[204, 9125, 6569, 1358, 58966, 27074, 7253, 38494, 40659, 51083]",10,0.8046875,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", Draco,60480,12.9375,gcg,KR,"[41197, 22980, 60480, 45958, 20839, 74]",6,1.6484375,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", jac,56887,15.75,gcg,:,"[37, 56887, 41, 192, 43218, 10637]",6,0.0771484375,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]",uffed,22707,17.5,gcg,elo,"[15359, 14435, 192, 22707, 18438, 12329]",6,0.220703125,False,True,16
= Specifications ( MiG @-@ 9 ) =,"[40, 33652, 204, 19, 11384, 50, 204, 43, 24, 43, 204, 36, 204, 20, 204, 40]", zape,48262,19.25,gcg,orz,"[18105, 26639, 48262, 29794]",4,1.28125,False,True,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",wreck,62348,21.5,gcg, Crisis,"[26412, 25963, 102, 4824, 64493, 42534, 41937, 5972, 15150, 66]",10,2.96875,False,False,16
andy. Finally Fulk achieved his goal through the marriage of Geoffrey and Mat,"[10058, 204, 25, 10008, 378, 20397, 8894, 545, 3481, 788, 248, 5838, 275, 59198, 273, 5972]",resize,49573,23.375,gcg, Accessibility,"[46074, 63747, 14916, 1507, 1110, 521, 22175, 25562, 11952, 26537]",10,6.34375,False,False,16
